,IMDB,RT,Direccion,Guión,Argumento,Duración,Título
415,7.4,41%,Marcia Ong,Marcia Ong,8 year-old Kristy fights with her mom for the right to wear her favorite t-shirt.,7m,Kristy
416,8.2,--,Bryan Skinner,Bryan Skinner,"Tumbling After is a smart and sexy improvised comedy about a burlesque dance troupe on a downward spiral. A festival fav, this burlesque of burlesque dance won the jury award at the 2009 Waterford Film Festival (Ireland)",44m,Tumbling After
417,7.1,--,Hattie Dalton,Mark Burton,"We've all had ""one of those days"" - when nothing seems to go right, when life just seems to be dealing you one poor hand after another. Unfortunately for Howard Whittam, that day is Judgment Day.",14m,One of Those Days
418,7.2,--,Patrik Eklund,Patrik Eklund,A man who still lives with his parents tries to realize his dream of becoming a magician.,22m,Instead of Abracadabra
419,6.9,--,David O'Reilly,David O'Reilly,A troubled relationship between a Cat and Mouse set in the distant future.,10m,Please Say Something
420,--,--,Michael Davies Jr.,Pat Thornton,"A guy pees in the shower, then decides to propose to his girlfriend.",10m,When Urine Love
421,--,--,Rogier van der NoordaaMarnix van Wijk,Rogier van der NoordaaMarnix van Wijk,,27m,Rotte sla
422,--,100%,Nicola Ford,Nicola FordLayla CharltonAdam Barratt,Add a plot,3m,The Interview
423,--,--,Anthony Adornetto,Anthony Adornetto,Jealously explodes into violent rage against a piece of produce.,4m,I Suspect a Watermelon of Sleeping with My Girlfriend
424,--,--,Gabriel Goubet,Laurent BarthelEmilie Pfeffer,Add a plot,12m,Nom dit
425,--,--,Tim EbicilioWilco C. Rullens,Wilco C. RullensSiddhart JaipalTim Ebicilio,"To help out his wife with the household chores, Jan gives her a prototype household robot, but the damn thing malfunctions and its dirt prevention program targets the family for extermination.",24m,Multi Midget
426,--,--,Vincent James Prendergast,Brad ShoupVincent James PrendergastPeter Butler,Add a plot,5m,Wolves on a Wheelchair
427,--,--,Billy Draper,Sean O'Reilly,,7m,Take Your Child to Work Day
428,9.6,48%,Eric Mofford,Barbara Kerr CondonDarlene Bridge Lofgren,"Alice is having trouble adjusting to her new life after she and her husband, Sam, move to be near their daughter who's expecting the family's first grandchild. Alice's efforts to fit in with the ladies of the new town and ""belong"" result in laughter and eventually acceptance.",15m,Just Desserts
429,8.3,--,Adriano Valentini,Adriano Valentini,"A hotshot bartender experiences an early-life crisis when a mysterious girl forces him to reevaluate his cyclical lifestyle of binge drinking, body shots and gelled hair.",33m,Clubscene
430,8.5,--,Giacomo R. Bartocci,Giacomo R. BartocciSilvia Mercuri,"A group of young, naive and passionate filmmakers fighting with a series of unfortunate events.",9m,11½
431,6.2,--,Michelle Pollino,T.J. LoughranJeff Pagliei,A woman goes to Last Resort dating service to help her find her perfect match. After three horrible dates there doesn't seem to be an end in sight of horrible dates.,24m,Looking For
432,--,68%,David Hunt,Rodney Patrick Vaccaro,"A brother and sister broadcast public access talk show You're In Sports. from the basement of their local library in order to ""live out their fantasies and escape the legacy of their dearly departed mother, a B-movie actress.",--,Versailles
433,--,--,Kyle Stephens,Chase ArringtonGrace DavidsonGeorge Hamilton IV,A steam punk musical comedy told through the art of foam puppet animation.,3m,McDonough
434,--,--,Lapo Melzi,Lapo Melzi,"Their love was sweeping, grand, the love of loves...until they survived.",21m,Romeo Vs. Juliet
435,8.1,--,Flavio Alves,Flavio AlvesJoão Silvério Trevisan,"A reclusive, elderly widow, living alone in the city, begins a mysterious friendship with a silent caller.",15m,The Secret Friend
436,--,--,Mariah L. Richardson,Mariah L. Richardson,Shay sits in the cold practicing a meditation exercise hoping to bring some understanding as to why she has been a failure in relationships. Looking back she sees that she has not seen people as they were but as she has wanted them to be.,8m,Lies We Tell Ourselves
437,--,100%,Benjamin Kegan,Benjamin KeganFinn Straley,"A short and sweet film about college, love, and group sex.",7m,Commencement
438,7.6,--,Giacomo R. Bartocci,Giacomo R. Bartocci,What's the worst nightmare of any director? To be persecuted by his own characters.,6m,10 + ½ + 1 = Making of 11½
439,--,--,Raquel Cecilia,Raquel Cecilia,"A young couple discovers they're going to have a baby and have yet to meet each others parents. Rosie is nervous about telling her boyfriend Drew that she has two lesbian moms, a gay dad and a gay brother and when she finally gets the courage to come out -- Drew surprises her with a secret of his own.",15m,Meet the Mothers
440,7.3,--,Anders Thomas JensenTomas Villum Jensen,Anders Thomas Jensen,"The businessman Ernst has just landed in the airport and is on his way home to his wife. Its raining heavy outside and therefore he takes a hitchhiker with him. They start a conversation about the value of life and soon it becomes evident to the spectators that the hitchhiker is Jesus Christ, but Ernst is in too much of a rush to go back to his wife to notice.",12m,Ernst & Lyset
441,7.0,--,Lance BangsSpike JonzeTorrance Community Dance Group,Spike JonzeMichael GierMichelle Adams-Meeker,"A mockumentary chronicling the Torrance Community Dance Group (from Fatboy Slim's ""Praise You"" video) on their road to the MTV Video Music Awards.",34m,Torrance Rises
442,--,--,Diene Petterle,Diene Petterle,,10m,Mr. Thompson's Carnation
443,--,80%,Leon Chambers,Leon Chambers,,2m,The Bank Job
444,--,--,Neil HuberDesmond Sargeant,Desmond Sargeant,Two best friends are collectively fired from their jobs and try to find direction to their bleak existence.,19m,Dogstar
445,6.1,--,Arturas Bukauskas,Arturas Bukauskas,Add a plot,9m,ErotoMotto
446,--,--,Michael Aranda,Michael Aranda,Add a plot,1m,Night of the Banana
447,--,--,Jason R. Johnston,Edward CorderoJason R. Johnston,,6m,Production
448,7.0,48%,James Keaton,James Keaton,A year after his wife leaves him; Jeff seeks solace in meeting women through lonely hearts dating. His attempts are emotionally unsuccessful and Jeff can't seem to move on. His denial manifests itself as a talking soft-toy pig that gives Jeff advice on his dating technique. But when Jeff meets a pretty girl in a sandwich shop; he realizes that he has promised to take ... Read all,14m,Lonely Hearts
449,--,--,Dana Nowak,Katrin Merkel,"With 8-year-old Ida, we dive into the secret world of lost socks' paradise.",15m,Idas Reise
450,--,--,Logan Diaz,Don BaldaramosAlberto CarrollCali T. Rossen,"Five people, one van, lots of mistakes. The fruitless efforts of inept employees as they try desperately to find a successful idea.",--,Don't Advertise
451,--,--,Igor Osmolovskiy,Igor Osmolovskiy,"A village girl wants a better live life and is searching in the internet for a foreign groom, rejecting all offers of local guys. At last she finds a groom from Germany. She leaves to Germany. But does she get what she want?",30m,Provincial
452,8.5,--,Daniel Taylor,Daniel Taylor,A madcap comedy about a professor on the hunt for a stolen dog.,11m,Cat Eats Dog
453,--,--,Shay KuehlmannKate Roxburgh,Shay KuehlmannKate Roxburgh,When an arrogant self involved Jewish guy moves in with an clueless but sweet Australian girl his life becomes Topsy Turvy. Surrounded by a group of Anti - Hollywood misfits his superficial nature is challenge when he becomes incapacitated.,13m,Elephant
454,9.0,--,Tamar Halpern,Tamar HalpernGeorge Roth III,A little girl ponders the meaning of life as her friend helps her file taxes.,8m,"Death, Taxes and Apple Juice"
455,--,--,Paul Stark,Paul StarkLisa Summers,"It's movie night for Jenni and Keith, a young couple exploring a new romance. But the evening turns sour when an intercepted text message from Keith's cell phone sends Jenni off on an irresistible investigation for information into the life of a boyfriend she hardly knows.",7m,The Other Girl
456,7.8,46%,Grant Reed,Grant Reed,"Nathan, a devout Christian and a closeted homosexual, faces a crisis when he is forced to star in a commercial in favor of Prop 8.",11m,Yes Man
457,--,--,--,--,--,7m,Ipso Facto
458,7.4,--,Eric Wobma,Eric Wobma,"During one single night Maestro Federico Fellini takes us with his taxi on a road movie through his oeuvre, and through Amsterdam.",27m,Oi'Clowns - Een Hommage aan Federico Fellini
459,8.4,--,Alfonso DíazLuis Ángel Pérez,Alfonso DíazLuis Ángel Pérez,"For some experts in human genetics the event is extraordinaire. That's because in the mixture of the human race, the strangest variation in the skin color, can come out without any advice. Sometimes it can be different from the progenitors. Cases like this happens between one in a million of births. Francisco Jose is the melanin's lost link.",3m,Pelirrojo/Negro (Rött hår/Svart)
460,--,--,Jeffrey Delman,Jeffrey Delman,Add a plot,--,The Search for Snuggy Bear
461,--,--,Stuart Ashen,Stuart Ashen,"A young man named Hugh has a proposal for his girl Sheila, an unexpected one...",2m,Tales of the Unexpected: The Proposal
462,7.4,--,Ben Wheele,Ben Wheele,Surreal animated short film showing several creatures feeding on each other in the cabin in the woods.,5m,Henry Eats
463,--,--,Emmanuel Blanchard,Emmanuel BlanchardErik Barber Salvat,Add a plot,--,Les discours de la méthode
464,7.9,--,Petros Fitsialos,Petros Fitsialos,Karma unfolds on four drug addicted college students that cause problems on campus.,19m,Good Day LA
465,--,--,Tatiana von Fürstenberg,Tatiana von Fürstenberg,"Shot in the tradition of a vintage holiday postcard, ""Tyrolean Riviera"" tells the story of an overly confident jet setter who delights in his own charm, and weaves a web of untruths in order to attract beautiful women to pay his way. The Hills are alive with the sounds of deception.",20m,Tyrolean Riviera
466,5.6,--,Dave Campfield,Dave CampfieldJoe Randazzo,"Famed monster lawyer, Jimmy Drainum, has charged Caesar and Otto in the wrongful death of Dracula's lesser known brother, Steven. That's when Caesar and Otto enlist the help of Bubbles Cochrin, an up and coming lapdancer/lawyer. But can Bubbles stand up against the tough as nails Judge Stoker Browning (Lloyd Kaufman)?",14m,Caesar and Otto Meet Dracula's Lawyer
467,6.2,--,Jack Conan Burke,Rob Hayes,"Sam has one opportunity to change his life forever and get the woman of his dreams, Felicity, However to do this he must first endure a series of bizarre trials set by her authoritarian father and administered by the Examiner.",10m,Felicity
468,--,67%,Scott GabrielElish Healy,Scott GabrielDavid GoldfrankElish Healy,"It's hard to find the right husband. Especially when you're cursed. Beautiful and bright, Ilona is quite the catch. But she has a peculiar problem. She can't seem to keep her fiances alive long enough to marry them. Suitors beware.",4m,One More Time
469,--,8%,Christopher Jordan Woodring,Christopher Jordan Woodring,"When a couple's inability to get pregnant threatens to tear apart their marriage, the wife takes it upon herself to reignite their lost passion.",15m,Backseat
470,--,--,Lewis Cuthbert-Ashton,Lewis Cuthbert-AshtonManuel Leroueil,,7m,Baballe origines
471,--,--,John F. Lindquist,John F. Lindquist,"Stockholm, summer 1989. 19-year-old Axel and Melvin decide to make a feature film before their adult life begins. They persuade 24-year-old Hillevi to film her script about a strong woman who is not afraid to break convention. Axel finances the film through a loan and a promise to his father to become a lawyer if it fails. They manage to get along with Rebecka, 21, a ... Read all",12m,Sommaren 89'
472,--,--,Stefan Najib,Stefan Najib,"The night before her marriage, a young woman goes on a surreal trip with a grumpy stranger, only to be faced with the question: Is he Mr. Right?",30m,Eine Nacht
473,7.9,--,Todd L. Green,Todd L. Green,"Gina, an attractive and successful young woman, has an extremely embarrassing social problem. And neither Doctor Carter nor her date, Thomas, are making things any easier.",10m,After the Thunder
474,--,--,Grant Shaud,Grant Shaud,A five minute epic love story.,5m,A Five Minute Epic Love Story
475,6.3,--,Øystein MoeAlexander Somma,Øystein MoeAlexander Somma,"Alien Repair Guy is a sci-fi story about where we come from, and about whose pawns we are - a film about what goes on above our heads. Earth's control box gets broken. For the alien caretaker, what seems like just another day at work, ends up something completely different.",9m,Alien Repair Guy
476,5.8,--,Jessie EnnisBrie LarsonSarah Ramos,Jessie EnnisBrie LarsonSarah Ramos,"In an attempt to keep up with social pressure in a technologically advanced world, Chance starts a texting relationship with Genevieve - a girl he meets at a yogurt shop. But when Genevieve dies while texting and driving it forces Chance to realize he was never in a relationship at all.",10m,The Arm
477,8.8,--,Joseph Carnegie,Joseph Carnegie,"Michael resents the attention his rescued kidnapping victim of a sister, Traci, is receiving at his birthday party, so he concocts a mischievous plan to reclaim due fame.",14m,Kidnap Party
478,7.5,50%,Sian Heder,Sian Heder,"When Oliver becomes obsessed with a dog at the pound, he finds himself in a desperate rivalry with an unexpected stranger.",13m,Dog Eat Dog
479,--,--,Loukas Doukas,Yair Packer,A man's road trip will ultimately lead to a journey of self awareness and discovery. He will meet a mysterious woman that will change his destiny.,20m,Dust
480,5.7,--,Alain Guiraudie,Alain Guiraudie,"Guiraudie's first film concerns two young men engaged in a favorite pastime: hanging out and talking. Specifically, they wait in the square of a small town for a third: the potential funder of their proposed magazine.",13m,Heroes Never Die
481,5.1,--,Dario Argento,Dario Argento,Add a plot,1m,Eridania: Zefiro
482,--,--,Alan Silverman,Alan Silverman,"The wisdom of a 1920's tennis instructional video sheds light on a modern day, first date nightmare.",6m,Tennis with Dale Bradley
483,--,--,Michael Aranda,Michael Aranda,,--,The Key Drop
484,--,--,Attila,Attila,A sinister force stalks four teenagers.,15m,Dinner
485,8.4,--,David Jakubovic,Mitchell Reichgut,Add a plot,25m,Marcus Hates His Job
486,--,--,Monty Nyahay,Monty Nyahay,"Two American friends, Luis and Marvell, find more than leisure while on vacation in San Lorenzo, Honduras. With a chance to find Mayan gold, their friendship is tested and lives are at stake in this adventure of a lifetime.",17m,Isle of Fortune
487,--,--,Noomi Spook,Noomi Spook,Add a plot,--,Annabelle's Teaparty
488,--,--,Alonso Llosa,Alonso Llosa,"Alex, an avid womanizer, is abandoned by his talking penis, Betico, who threatens never to come back unless Alex gets back with Andrea, the love of his life. Told in a deadpan, yet inevitably comedic tone, Separated is a story about loss, growing up, and the ancient battle between lust and love.",10m,Separated
489,7.1,--,Calum MacDiarmid,Alexei Slater,A postman lets us into his dark world in quiet suburbia.,6m,82
490,6.3,--,João GarciaJoão RodriguesFrancisco Manuel Sousa,Luís Paulo GonçalvesJoão RodriguesFrancisco Manuel Sousa,"Zé Barata, a National Beer Union special agent, recalls is years as a rookie, specially his duel with Jorge the Terrible, as he passes the torch to his younger brother - agent Chico Barata.",10m,Cool
491,6.7,--,Selma Vilhunen,Kirsikka Saari,"A chaotic morning in a family with kids, and a mother who is determined that it's best to take care of everything herself.",7m,Pitääkö mun kaikki hoitaa?
492,6.6,--,--,--,--,8m,Jamón
493,--,--,John Tomkins,Tom MenaryJohn Tomkins,"A day in the life of Bob and his rather strange family. After a family argument, Bob makes his way to his 200th job interview that has a rather unfortunate deadly twist.",--,A Dark Tale
494,--,33%,Jaclyn Gramigna,Jaclyn Gramigna,"What happens when a girl has a very private moment, in a very public place?",3m,Downtown
495,--,--,Vanessa Hope,Vanessa Hope,"This short documentary takes its cue from an interview with Chinese author, Yu Hua, about his latest book, ""China in Ten Words, "" focusing in on anecdotes and stories for three of his words, ""Leader, "" ""Revolution, "" and ""Disparity.""",15m,China in Three Words
496,--,--,Paul Rothbart,Cooper CampbellPaul Rothbart,"When the wife of a successful writer/director of popular romantic comedies complains about the lack of romance in their marriage, her husband accommodates her the only way he knows how.",14m,Isn't It Romantic?
497,7.2,--,Mitch Rouse,Jay LeggettDavid PasquesiMitch Rouse,"Gary is falsely accused of beating his insane ex-girlfriend Charlotte, and he is sentenced to 30 days in Merkin Penal, a privately run prison. Once behind bars he runs into his old friend Smitty, who's in the 2nd year of his 9 month stay, due to a run in with the TSA. Smitty is ""insane Charlotte's"" older brother. Smitty and Gary met while Gary and Charlotte were an it... Read all",24m,Merkin Penal
498,7.3,--,Jeremy Cohen,Jeremy CohenStephanie Hunt,A short film about what happens when you get too good at meditating.,14m,Dalai Lama
499,7.4,--,Emilia ReidDominique Haidar,Dominique Haidar,"A gentleman waits for his dinner party guests to arrive, but something seems to be keeping them.",6m,The Dinner Party
500,--,--,Frazer Bradshaw,J. Hugo Fat,A human toddler turned bee wanders the emotional landscape of time and meaning.,5m,Spend My Days in Ecstasy
501,--,--,Eddy van Hamersveld,Eddy van Hamersveld,A desperate man calls his ex by videophone a day before Christmas. He tries to get a conversation. But the ex appears not very cooperative as something that happened in the past stands in between them as an obstacle most likely never to overcome.,1m,Sorrow B4 Christmas
502,7.2,--,Julien BocabeilleFrançois-Xavier ChaniouxOlivier Delabarre,Julien BocabeilleFrançois-Xavier ChaniouxOlivier Delabarre,Two Octopi fight for their lives with a stubborn restaurant cook in a comical escape through the streets of a small Greek village.,3m,Oktapodi
503,--,--,--,--,--,27m,Canvas of Blood
504,--,--,Anne Welles,Anne Welles,"Curtis (not the sharpest tool in the shed) goes out for a walk one day and falls in love with a beautiful woman named Ckandy (yes, she spells her name this way). As many have before him, Curtis blatantly overlooks Ckandy's over-abundance of baggage, and quickly marries her. We leave him walking off into the sunset to start his new (and much-altered) life as a married ... Read all",15m,Curtis Takes a Wrong Turn
505,--,--,David De la Garza Villarreal,David De la Garza Villarreal,"Yony 'Marbles' guards a safe house where they have someone kidnapped, but in organized crime no one is ever safe.",17m,Tantita muerte
506,--,--,Jan Santroch,Jan Santroch,"Alice and Tonda are trying to solve their marriage crisis more or less in the usual way. Their infidelities start to overwhelm them. They decide to sort things out right on the day of their wedding anniversary. Suddenly a man without guilt comes... Short film Sex, Lies and Flowers is a black dramatic irony, a mosaic story set in contemporary Prague during a single day... Read all",22m,Sex. Lies and Flowers
507,--,--,Thomas Florek,Thomas FlorekDouglas Gentile,"In the 1980s, Paul McCartney and Stevie Wonder famously pointed out that Ebony and Ivory can work together and be productive. We continue this useful trick of metaphors to explain our culture's glorification of phoniness. I'm sure that Mr. McCartney and Mr. Wonder are quite envious.",4m,Particle Board and Cherry Veneer
508,7.8,--,Burleigh Smith,Burleigh Smith,Melvin gives dating advice to his three-year-old son.,7m,The Things My Father Never Taught Me
509,--,--,Bernadette Keys,Bernadette Keys,Former teen idol Bobby Birdhouse has been living in obscurity after a catastrophic performance at Funbury '72 where he was booed off the stage during a crippling bout of stage fright. Many flashbacks later Bobby is offered to headline at small-time rock festival Woodrock. Will Bobby get back in the game or will he fly the coop once more? For Birdhouse it seems the roa... Read all,13m,Comeback
510,--,--,Mohamed Ben Becher,Mohamed Ben Becher,"In a bar, a group of friends are having a conversation about marriage, where two of them project themselves in its illusions and disappointments.",10m,All the Best
511,--,--,Donovan Alonso-Garcia,Donovan Alonso-Garcia,"Total blackout for Carole this morning. She wakes up in the middle of an entirely empty run down church.She is propelled in a strange situation, surrounded by strangers and later finds herself handcuffed by force to another stranger: Fayssal. Carole is about to live the worst day of her life. One of these days when the entire universe seems to hold it against you, wha... Read all",24m,Worst Case Scenario
512,--,--,Andrew Wilson,Andrew Wilson,"Love. For Shane, it is simply complicated.",9m,A True Love Story
513,--,--,Alina Polichuk,Alina Polichuk,"Three friends, a brother with a sister and their girlfriend, staged a not sickly party at the bowling club during which Anya saw her boyfriend, who had recently changed her with some kind of fat cow. Jealousy in the intoxicated brain flashed fire and the short film heroine decided to stab him with a fork in the eye, but her brother and sister, like real friends, came ... Read all",23m,145th kilometer
514,--,--,Azod Abedikichi,Azod AbedikichiJoshua N. Evans,The story of a wooden man who befriends his breakfast and is then called upon to become a hero.,8m,Baby Chicken
515,6.8,--,Brett Sørem,Sunah Bilsted,A dark comedy about how a life can be ruined in 140 characters.,11m,#twitterkills
516,--,--,Dallin Cerva,Hunter B. Phillips,"Jed and Tony are best friends and roommates. Much to Jed's disappointment,Tony is getting married and moving out. One morning Jed wakes up and finds Tony unconscious and hanging from his ceiling in a giant human cocoon. Tony eventually emerges with a new set of large wings. Jed must decide whether to allow Tony's metamorphosis to ruin his impending wedding day or help... Read all",15m,Your Cocoon and You
517,8.5,--,Mika'Ela FisherBen Feitelson,François GuibertLéa VignyBen Feitelson,"After nine years without celebrating their wedding anniversary,Gabrielle Montvignier ,heir of a fortune in decline,is invited by her husband to a supper to make up for the past nine years. Gabrielle has become a cold,wounded,cynical woman because of her gigolo type husband.nevertheless she accepts the invitation even though the relationship is dead. What she doesn't k... Read all",15m,Victory's Short
518,--,--,Dan Levy Dagerman,Elizabeth KimDan Levy DagermanSelina Ringel,A couples therapist struggles to save her own relationship when she stars on a reality show with her rock star husband.,19m,Real Love
519,--,--,Laurent ArdointStéphane Duprat,Laurent ArdointStéphane Duprat,September 1944. It's difficult for the Lieutenant Steve Douglas to reconcile his duty of soldier and his love life.,14m,Amour et Commando
520,--,29%,Alexander Hahn,Andi Lachs,,6m,The Collector
521,--,--,Marion BoukouarFrédéric LamboleyRenaud Mogenot,Marion BoukouarFrédéric LamboleyRenaud Mogenot,,6m,L'homme qu'on ne voyait pas
522,--,--,Leigh Turner,Leigh Turner,,7m,The Rhino Club
523,5.9,--,Constantine Krystallis,Constantine Krystallis,"When the old fisherman tries to convince his donkey to climb the steep winding road of their Greek island, he finds Mariza to be one suborn ass. But the old man knows that no one can resist Zorba's dance.",5m,Mariza
524,--,--,Charles BrennerJason R. Johnston,Charles Brenner,,10m,Mauris
525,--,--,Katharina Rivilis,Katharina Rivilis,'Joel & Jeanne' is a film about the fear of loneliness and being left behind. The siblings Joel and Jeanne are connected in a peculiar intimate way. Their relationship is put to a crucial test when they meet the charismatic Manuel at a wedding party.,27m,Joel & Jeanne
526,6.7,--,Jacob Ley,--,"For years the peas had been flocking to Granddads circus, to see the last Ice Flower the one only Granddad knew how to reveal. When Granddad decides to share his secret with his grandchild Humbug something goes horribly wrong; Humbug makes Granddad disappear together with the Ice Flower.",27m,The Secret of the Ice Flower
527,8.2,--,Moreen Littrell,Moreen Littrell,"MEET THE ZILLAS is a campy and absurdist short film set in Zillatown, a wedding-obsessed town where everyone wants to marry but not everyone is allowed.",23m,Meet the Zillas
528,7.2,--,Ana Almeida,Ana AlmeidaJosé Pedro Lopes,"On a spring night of 1999, two teenagers set out in an adventure to save the VHS.",17m,Video Store
529,--,--,A.D. Cooper,A.D. Cooper,Two bored boys try to harass an old man who gets around in a mobility scooter by cycling up to him and yelling in his face. His response is anything but predictable.,7m,Ace
530,--,--,Chia KamanakaAmy Rider,Amy Rider,Two roomies discover each is going on a first-date with the exact same man tonight...only an hour apart.,7m,Clappy
531,--,--,Sai Pramod Mohan,Sai Mohan,"A smoker discards all the cigarettes he's been hiding from his girlfriend to keep up with the promise he made to her, but craves for one last smoke after that. Will he find it?",10m,The Last One
532,6.9,--,Vivieno Caldinelli,H.P. LovecraftMatt Watts,"A crusty and recluse superintendent is thrown into the ultimate fight against evil when a pair of cultists open a portal to the ancient and mystical city of R'lyeh, awakening a slumbering god.",12m,Portal to Hell
533,7.5,--,Fidel Ruiz-Healy,Fidel Ruiz-Healy,"The story of a young, western-obsessed girl hell-bent on turning her quiet Texas suburb into the lawless playground of her imagination.",15m,A Band of Thieves
534,6.8,--,Alvaro Ron,Valentina PozzoliAlvaro RonClara Viola,"Sarah, a nerdy teenager, needs her mom's new car to go on a date with the boy she likes, but her mom won't let her drive the vehicle. She decides to steal it and go on her date, but something unexpected happens with the car that will change Sarah's life forever...",8m,The Red Thunder
535,6.8,--,Jake Mahaffy,Jake Mahaffy,A knight in armor rushes off on a (very) short quest.,3m,"A.D. 1363, the End of Chivalry"
536,6.1,--,Pierre Mazingarbe,Pierre Mazingarbe,"Like all women in Europe, Eva gives her menstrual blood to prolong the peace between humans and vampires. But Eva prefers a just war rather than peace unfair?",25m,Moonkup: Les noces d'Hémophile
537,--,--,Ryan Zaragoza,Ryan Zaragoza,A starving artist struggles to meet an impending deadline while his upstairs neighbor won't stop distracting him.,7m,The Painter
538,7.3,--,Tom Marshall,Tom Marshall,Alan (Johnny Vegas) searches for answers in all the wrong places and this time he thinks he's found them...on the internet in the form of a highly trained deadly assassin. But he's about to learn the true price of entering the 'dark_net'.,13m,Dark_Net
539,--,--,Galina Chakarova,Craig Walser,Two young lovers are having dinner and one of them is about to be served an unexpected desert menu.,5m,Some Fine Wine and You
540,6.5,--,Mike Clattenburg,Mike ClattenburgJohn Paul TremblayRobb Wells,"Two best friends, Rob and GW, spend a night out drinking before Rob moves away to start a new business.",30m,One Last Shot
541,--,--,Gonzalo Ladines,Gonzalo LadinesChristian Spies,,10m,Jacinta y la Sangre
542,7.9,--,Max Blustin,Max Blustin,Add a plot,3m,Swipe
543,7.3,--,Tony Hagger,Matt JL Wheeler,"Playing with the metro-sexuality of the modern male, two guys competitively argue about which of them is best mates with their mutual friend, Dave.",14m,Mancrush
544,--,--,Philip Marcus,Philip Marcus,A heartwarming story about a puppies.,7m,Puppy Size
545,--,--,Dave Rock,Fielding Edlow,Two needy narcissists bicker over what show to watch while being unsupportive of each other's aspirations in the entertainment industry.,8m,DVR
546,5.6,--,Michael Edward Staley,Michael Edward Staley,A day in the life of the Maintenance Division aboard an oppressive Space-Station.,26m,9:10 - 4:45
547,8.0,--,John Fitzpatrick,John Fitzpatrick,"During the Christmas season in Los Angeles, a lonely woman goes on a blind date unaware that her date is an active, notorious serial killer: The Brentwood Strangler.",18m,Brentwood Strangler
548,8.1,--,Joe Hitchcock,Joe Hitchcock,"A gun-loving woman aspires to cook breakfast for the man handcuffed to her bed, but first she has to stop a wild chicken from destroying everything.",9m,Stick to Your Gun
549,6.4,--,Isabelle Sieb,Nat Luurtsema,"Miranda and her daughters, Hester and Rose, are crammed in a rotting little caravan to be near their Gramps in his final days. They love him but his care bills are mounting and when they discover that he's hidden his savings.. they could bloody kill him.",16m,Three Women Wait for Death
550,6.7,--,Lisa Dash Donato,Lisa Dash DonatoRyan LoganFawzia Mirza,A man contemplates fatherhood when his older sister and her free-spirited wife ask him to be the sperm donor and uncle of their baby.,13m,Spunkle
551,7.7,--,Robert McKeon,Kevin BarryRobert McKeon,"All is well in the Prendergast household. Or, at least, that is what Jonathan Prendergast would have you believe. But his relationships with his wife and teenage daughter, and his own sanity, are put to the test when he becomes maniacally obsessed with driving off his daughter's handsome new boyfriend.",22m,Wifey Redux
552,6.9,--,Craig D. Foster,Craig D. FosterEmma McKenna,A man must race home before nightfall - or his terrible secret will be let loose.,9m,Overtime
553,6.2,--,Bethany Jacobson,Bethany Jacobson,"A down and out stand-up comedian finds refuge at Hotel Bleu, forging an off-beat partnership with a charismatic trumpet player half her age.",26m,Hotel Bleu
554,5.8,--,Tomas Heidar Johannesson,Tomas Heidar Johannesson,"A man finds himself mistakenly taken hostage by a troll-size debt collector and driven into the mountains. Things go from bad to considerably worse when a real troll shows up. Fortunately for the man, this particular troll is very particular about what she eats.",7m,Gryla
555,6.3,--,Adam DavisWill Corona Pilgrim,Adam DavisWill Corona Pilgrim,The most important rule. No Touching.,13m,No Touching
556,--,--,Jason Cunningham,Jason Cunningham,Add a plot,--,Introverts Anonymous
557,--,--,Nathaniel Goodman,Amelia Solomon,"A hedge fund manager dreams of writing the great American novel but can't find the time to complete it, so he decides to commit a crime and serve a two-year sentence where he's inspired by the real-life stories of his cellmates.",--,Jail Bound
558,--,--,Sagar Kalaria,--,"A story about many characters connected with each other due to random set of reasons. The film depicts how their lives are trapped in a loop due to those never ending ""five minutes"".",--,Bas Paanch Minute
559,--,--,Nora Särak,Nora Särak,,4m,First Kiss
560,--,71%,John CopemanDino Muccio,Dino Muccio,,--,Going Places
561,6.7,61%,Peter McDonald,Peter McDonald,"Ireland 1977. Eleven-year-old Damian Lynch (Scott Graham) is called in at the last moment to serve as an altar boy at an important mass in his local parish. Following his last appearance as an altar boy when he knocked Father O'Toole off the altar, Damien is serving a 3 month ban from his only passion in life...football. To make matters worse, Damian's team, Liverpool... Read all",11m,Pentecost
562,5.6,--,Arlen Konopaki,Arlen Konopaki,"In a desperate attempt to save her relationship, Emily convinces Chris to invite another man into their bed for a threesome. The encounter takes them on a wild ride that shakes their relationship to its very core.",9m,You Me Him & Us
563,8.0,86%,Cody Blue Snider,Cody Blue SniderShane Snider,"Fool's Day is a dark comedy about a 4th grade class that pull an innocent, April Fool's prank on their teacher...that accidentally kills her. Panicked and convinced they will go to prison, the blood splattered classmates try to cover up the murder and dispose of the body before their D.A.R.E. officer shows up for his weekly lesson.",19m,Fool's Day
564,8.5,--,Jeremy Weiss,Jeremy Weiss,Riff Raf is a lighthearted short film about a jazz trumpeter who accidentally ends up in a classical orchestra.,16m,Riff Raf
565,--,84%,Christopher Baum,Christopher Baum,A contract killer murders his partner's attractive new girlfriend after believing they have ties to his brother's death.,5m,Villains
566,8.8,--,Helen O'Hanlon,Helen O'Hanlon,Dare you find out what sort of villain you would be?,16m,How to Be a Villain
567,8.1,--,Valerio Attanasio,Valerio Attanasio,Sometimes you need to try unusual ways to start a family.,20m,Finché c'è vita c'è speranza
