,IMDB,RT,Direccion,Guión,Argumento,Duración,Título
245,7.0,--,Johannes Kiefer,Johannes Kiefer,"Gregor, a young man, lives with and cares for his elderly grandmother. He's also a bit of an inventor. One day, when her wheelchair accidentally rolls down a hill and throws her into a pond, he gets an idea for an invention: A harness system that will let his grandmother walk again by supporting her weight. Meanwhile, her friends from the nursing home are trying to co... Read all",11m,Gregors größte Erfindung
246,6.3,--,Philip John,Philip John,A lethal tale of nun-upmanship.,5m,Sister Lulu
247,7.6,17%,John MacInnes,John MacInnes,"When Jeremy sets out to learn the piano, perhaps the greatest obstacle in his path to 'reach chopsticks standard' is not his own musical dyslexia, but his blind faith in his tyrannical tutor - the tempestuous Stromberg.",14m,Chopsticks
248,--,--,Chris Cuthbertson,Chris CuthbertsonNico Lorenzutti,,2m,Squeegee School
249,--,--,Dmitry Torgovitsky,Dmitry Torgovitsky,,8m,PUGSLY a.k.a. Manhattan Dog Story
250,--,--,Roop Singh Sood,Roop Singh Sood,,--,Love's Crazy
251,5.8,--,Olivier Leyronnas,Alexandre Astier,Add a plot,12m,Soyons Sport
252,7.7,--,Nick Lyon,Nick Lyon,"A young girl grows up. In the beginning, she seems to be a normal girl, but later her decisions begin to be somewhat different.",20m,Hilda Humphrey
253,8.4,--,Hyunjin Jo,Hyunjin Jo,,--,Basic Items
254,8.6,--,Ken Tipton,Ken Tipton,"A man assumes his date's ""special"" son is retarded. Actually, he is a 12-year-old genius. An intellectual battle ensues between the ""brain"" and the ""blind from hell"". At stake is the woman's virtue.",14m,Special
255,6.1,--,Lee Demarbre,Ian Driscoll,"Harry Knuckles (code name Spanish Fly) must stop his nemesis who has kidnapped his daughter and poisoned her. Harry and his partner, Santo must find the serum that can save her and stop the ancient Aztec Mummy and it's evil zombies that pursue.",27m,Harry Knuckles and the Treasure of the Aztec Mummy
256,7.6,--,Jonah Kaplan,Jonah KaplanMarc Maron,"A new form of urban angst rules this neurotic comedy about an inadvertent battle of wills between the sexes. The action begins on the subway, when Marc determines that the woman across from him likes his goods. The tension escalates as they both exit at the same stop and their progress continues side-by-side. His fantasy turns to terror as he realizes that she must th... Read all",11m,Stalker Guilt Syndrome
257,8.0,--,Brandy Menefee,Brandy Menefee,"BraceFace Brandi is a sexy short comedy about a woman whose controversial combination of nudity and headgear sparks a media frenzy rivaled only by the obsession over whether Whitney Houston's crap sinks or floats. When the disarmingly candid covergirl finds her fifteen minutes carved up into scandalous soundbites, she's accused of every sin from worshipping Satan to h... Read all",42m,BraceFace Brandi
258,8.0,--,Amy Collins,Amy Collins,Add a plot,27m,American Icarus
259,6.9,--,Yoav Potash,Yoav Potash,Add a plot,--,Minute Matrimony
260,7.2,--,Jakub Sommer,Jakub Sommer,Minimalistic portait of a maximal love... Nothing is a cliche when it's happening to you...,21m,ELFilm
261,8.6,--,Dimitri Molimis,Dimitri Molimis,,12m,The Braindead
262,--,--,Rob Santana,Rob Santana,Very funny comedy short that deals with two misguided youths trying to fit into the urban world. Plenty of surprises arise and everyone is not who they appear to be.,25m,Frontin'
263,--,--,Dominic Green,Dominic Green,,15m,Day Trip
264,5.2,--,Ron Dyens,Ron Dyens,,4m,L'homme torche
265,6.9,--,Tsai Ming-liang,Tsai Ming-liang,A girl (Shiang-chyi Chen) looks for a street vendor in Taipei. But she can't find him since the Skywalk is Gone.,25m,The Skywalk Is Gone
266,6.6,--,David Bourla,Paul GreenbergSteve OedekerkVito Viscomi,The classic tale of the Godfather and his rule over the Mob as told by the loveable thumbs that we all can relate to.,32m,The Godthumb
267,7.7,--,Anuj Majumdar,Anuj Majumdar,"A whimsical tale about the domino effect of our actions, ""Equation"" revolves around a lonely astronomer who convinces himself that his neighbor is selling visas to illegal immigrants for sex/money. He decides to investigate bus his obsessive mission turns out to be as surprising as it is self-defeating.",16m,Equation
268,5.8,--,Gili Dolev,Gili Dolev,,15m,Promise Land
269,--,--,Sergio Sánchez Suárez,Andronico GonzalezEli Garcia RuizSergio Sánchez Suárez,"A young man who has been kidnapped tries to escape, but a contest call from a radio station is going to change his fortune.",10m,Barbados
270,--,--,Julie Puckrin,Julie Puckrin,,--,Ruthie's Door
271,--,--,Barry MacKinnon,Barry MacKinnon,,2m,Moose Hunter
272,8.3,--,Lisa Michele McTigue,Lisa Michele McTigue,Add a plot,3m,The Guy Next Door
273,--,--,Nathan S. Garfinkel,Nicolle Nattrass,"Trixie Veronica, the world's oldest living Brownie shares her views about being involved in one of the most powerful organized associations in existence.",6m,Brownie Points
274,6.4,--,Mark Whiting,August HallMark Whiting,"On the eve of Halloween, 1938, CBS radio reported UFO's in the skies over the United States. That same night, two notorious criminals escaped the maximum security prison at Macatawa... They were never seen again. Apple Jack is a high brow story about low brow people caught in a divine intervention.",16m,Apple Jack
275,7.5,--,Stephan Winkler,Moritz GerberStephan Winkler,,37m,GUF Ha-Neschamot - Die Halle der Seelen
276,7.1,--,Jim McKinney,Jim McKinney,"Ted Norwood summons all his resistance in order to finally quit his seemingly successful career, but first must face a powerful executive who barely even notices she's in a test of wills.",--,Fall Short
277,7.8,--,Kevin Fukunaga,Kevin FukunagaStevo Polyi,"The Making of the Dragon is a comedic satire (not a spoof) of the Kung-Fu film genre. Shot as a ""Behind-the-Scenes"" look at how a fictional Kung-Fu movie is made, the film is basically a movie about the making of a movie. The fictional film ""The Dragon"" tells the story of how a young boy, who's master is killed by a group of thugs, grows up to avenge his teacher's mur... Read all",13m,Four Fingers of the Dragon
278,5.9,--,Jesper Andersson,Stefan Ahnhem,,14m,Dieten
279,6.4,--,Matthias Kutschmann,Matthias Kutschmann,,23m,Solo ohne Ende
280,5.6,--,Phil Mulloy,--,Add a plot,3m,Cowboys: High Noon
281,6.4,--,Phil Mulloy,--,Add a plot,5m,The Ten Commandments Number 7: Thou Shalt Not Steal
282,4.4,--,Chema de la Peña,Óscar de Julián,Add a plot,17m,Lourdes de segunda mano
283,6.7,--,Phil Mulloy,--,Add a plot,5m,The Ten Commandments Number 3: Remember to Keep Holy the Sabbath Day
284,6.8,--,Phil Mulloy,--,Add a plot,5m,The Ten Commandments Number 9: Thou Shalt Not Covet Thy Neighbour's Goods
285,--,--,Greg Lawson,--,Middle part of a safe sex trilogy.,3m,Stop the Invasion
286,8.2,--,Matthew Ehlers,Matthew Ehlers,Add a plot,11m,The Alibi
287,6.6,--,Michael Burke,Michael Burke,Beneath a railroad bridge a young rural gay man begins to his explore his gay feelings with the aid of an understanding friend.,22m,Fishbelly White
288,5.8,--,Shona McCullagh,Shona McCullagh,"A black (and rather manly) nun bounces around on her bed while, next door, a white and feminine nun sleeps peacefully. After getting dressed, the two meet by chance in the ladies toilet where they find all the stalls to be engaged. Their physical competition to be next in the queue starts confined to the ladies but quickly spills out onto a train and an open field whe... Read all",5m,Hurtle
289,6.5,--,C. Jay Cox,C. Jay Cox,,5m,Reason Thirteen
290,6.3,--,--,--,--,19m,Twitch
291,7.2,--,Christoph BrunnerSteffen JürgensStefan Lampadius,Christoph BrunnerSteffen JürgensStefan Lampadius,Add a plot,7m,Das Leben des C. Brunner
292,7.9,--,Christoph Heckenbücker,Marcel-Kyrill GardelliChristoph Heckenbücker,"The childlike Newman sets an ingenious trap for his domineering brother Ringo, in an attempt to get ""quits"" following 15 years of fraternal oppression.",10m,Quits
293,5.3,--,David Sukup,David Sukup,,9m,Mechanika
294,7.9,67%,Wayne McClammyJoshua J. Smith,Wayne McClammyJoshua J. Smith,"Ms. Pac Man fever runs rampant in this Eighties, teen, roller skating comedy that chronicles Bobby Chang's battle for lust or love of the most popular girl in school. Drop a quarter in and experience Triple Threat!",23m,Triple Threat
295,--,--,A.F. Grant,Sue GardnerAlyson Ridlon,,20m,We've Got Johnny
296,--,--,Craig Knitt,Craig Knitt,A man mowing his lawn tries to maintain a positive attitude but his inner thoughts reveal how difficult it is for him.,4m,Lawnboy
297,8.2,--,Farid Dms Debah,Farid Dms Debah,"Christophe Valet is a young film director budding with hopes and dreams. His imagination carries him into a fantasy world of limitless and abundant success. Unfortunately, reality is something far removed. In order to make his first film, he must succumb to the demands of the producers. Christophe thinks he has found an ideal partner in the distinguished European film... Read all",11m,Art'n Acte Production
298,6.3,42%,Angela Robinson,Angela Robinson,A quartet of girls from a prep high school are recruited by a secret paramilitary academy to conduct cloak-and-dagger missions.,11m,D.E.B.S.
299,6.4,--,Michele Andina,Michele Andina,A young photo-lab assistant falls in love with a guy in a picture he develops.,16m,Fotostar
300,8.7,--,Brian Fischer,Brian Fischer,The story of a boy... his time portal... and the plastic lobster he loved.,8m,L'histoire de Billy Matter
301,6.3,--,Alan Lau,Warren GraffAlan LauRhode Montijo,"In this animated short by the creators of Happy Tree Friends Buddhist Monkey, a monkey who is very peaceful and relaxed, is meditating in the garden when all of the sudden he get's attacked by three green ninjas who damage the beautiful plants in his garden, including one flower that he loved the most, which causes him to get angry and show his amazing martial arts sk... Read all",3m,Buddhist Monkey
302,--,45%,Ruy Portillo,Frederick LankauAna Cláudia Vaz,,2m,The Proposal
303,7.0,--,Patricio Serna,Patricio Serna,Add a plot,3m,Llamada de apareamiento
304,6.4,--,Adam Baran,Adam Baran,A talkative man finds Mr. Right in the men's room.,8m,Love and Deaf
305,7.0,--,Lewis Martin Soucy,Lewis Martin Soucy,A woman invites a man for one last drink at her place...,8m,Handicap
306,7.4,--,Martin McDonagh,Martin McDonagh,"A black and bloody Irish comedy about a sad train journey where an older man, whose wife has died that morning, encounters a strange and possibly psychotic young oddball....",27m,Six Shooter
307,7.5,--,Camille Cellucci,Jacquie BarnbrookCamille Cellucci,"When a 30-ish overweight frump is pressured by her overbearing, plotting Mother to get her act together and get a man, she agrees to one last blind date and takes matters into her own wardrobe.",18m,Wear Something Nice
308,6.5,--,Rich Ho,Rich HoKatharine Chong,"After decades of watching aliens wreak havoc in America, ""The Alien Invasion"" brings the absurd battle to the comical side of Singapore. After seven thousand earth years, they have returned to harvest their newly grown planet of slaves. Discover how a glitch in alien technology allowed a small university, in a small country, to help save the world. Featuring Singapore... Read all",18m,The Alien Invasion
309,7.9,--,Stephen Papadimitriou,Mike AndersonStephen Papadimitriou,,--,The Power of the Chip
310,--,--,Ford Austin,Ford AustinJed Rowen,,--,A Cerebral Print Halloween Special
311,--,--,Ford Austin,Ford Austin,,--,Brothuh of Cerebral Print
312,--,74%,Margo Romero,Edward E. Romero,"What happens when an unemployed actor robs a coffee house filled with a smart ass writer, a wannna-be action star and a barista who produces the coffee?",10m,Headshot
313,6.7,--,Michael Caradonna,Michael CaradonnaSean ChristopherBrian Wright,Add a plot,17m,Study Hall
314,--,--,Gary E. Irwin,David BrothersMatt CasaleTroy Hill,Eventide Productions & Tromatickill Pictures team up to bring you a frightening look at the classic monster in modern day.,5m,Things That Go Bump in the Night
315,7.7,--,Xtian Bretz,Xtian BretzBrennan Reed,"""how to be: emo"" is a funny, inventive and fresh short film from the minds of Chris Bretz and Brennan Reed. The story is fairly simple -- a typical Everyboy named Billy wants to learn how to 'get all the girls,' just like Kyle, the school's resident emo kid. Of course, every teen can use a little helping hand, and so Billy is walked through the how-to's of emo by the ... Read all",21m,How to Be: Emo
316,--,82%,Chris GreybeThom Greybe,Chris GreybeThom Greybe,Add a plot,12m,Boxing Day
317,8.0,--,Hervé Pichard,Hervé Pichard,"How charming this young lady is, the two friends think when they first meet her. And her being Japanese makes her even more exotic and attractive to them. Unfortunately this is her last day in Paris before returning to Tokyo. But tomorrow is another day and the two friends decide to accompany her across the city of lights. Will they see her again once her plane has ta... Read all",17m,Dernier jour à Paris
318,--,--,Oliver Kahl,Oliver Kahl,,9m,Boris the Diamond Catcher
319,--,--,Kevin Blake,Kevin Blake,,5m,The Adventures of Mapboy II: Caution Speedbumps Ahead
320,6.4,38%,Jon Bang Carlsen,Jon Bang Carlsen,"A lonely sheep farmer in his fifties employs the services of a matchmaker to find a wife. Out in his small country farm-house in the super green fields of Ireland with his dog ""Rowd,"" he makes up his mind and spruces up his life for new love.",44m,It's Now or Never
321,--,--,Matt Orefice,Matt OreficeEdouard Williamson,"A recluse attempts a blind date with a serial killer, set up by his morbidly obese mother.",30m,Rendez-vous à Rennes
322,6.7,--,Arthur de Pins,Arthur de Pins,Gerard is dealing with an unwanted sex change.,9m,Géraldine
323,6.1,--,Noah Baumbach,Noah BaumbachCarlos JacottJohn Lehr,"When Conrad and Butler decide to take a vacation, things don't go quite as planned.",30m,Conrad & Butler Take a Vacation
324,8.6,--,Yves Courbet,Yves Courbet,"On a desk in disorder, a small very excited fire cracker abuses a pair of scissors and a match box. Under the fire cracker named Schpack's intolerable excitement, Cuty the scissors and Matchbox decide to fight together to get rid of this unbearable intruder. But they do not know how crafty Schpack is.",3m,The Firecracker
325,8.4,--,Yves Courbet,Yves Courbet,"In a quiet and green park a nice baby is sleeping peacefully, in his stroller. Suddenly he is disturbed by the arrival of an unbearable sparrow who keeps on whistling. Exhausted by this unceasing and stressing song, the baby decides to react. An unusual duel begins between the child and the bird.",3m,Flying Baby
326,8.1,--,Andy Bobrow,Andy Bobrow,"The suppressed history of America's Black space program, in mockumentary form broadly satirizing Ken Burns and histories of the Negro Baseball Leagues.",10m,The Old Negro Space Program
327,5.6,--,Michael Caradonna,Michael Caradonna,,4m,Sick Call
328,6.1,--,Jamie BradshawAleksandr Dulerayn,Jamie BradshawAleksandr Dulerayn,"Hannah Marker, Deputy Director of the American humanitarian aid organization, U.S.AID, has a serious problem. She is addicted to the sight of money. Her doctor tells her the problem stems from her confusion of concrete and real money. Whenever she sees an American dollar she envisions the true ideal of money, absolute happiness, and is thus transfixed. Afflicted. Beca... Read all",15m,The Offshore Reserves
329,--,--,David Logan,David Logan,"Eddie Green hates his life. He hates his job, he hates his wife, his hates his home, everything. When Eddie reaches the end of his tether and decides to end it all, he has a vision of Pinocchio. Pinocchio tells him that the way to escape his miserable existence is not to kill himself but to cut himself into little pieces and mail himself away limb by limb, replacing w... Read all",21m,Male Mail
330,--,--,Jonathan Katzeff,Jonathan Katzeff,Add a plot,10m,Flickpingis
331,--,--,Rubén Rodríguez,--,,--,Cambio de marcha
332,7.0,--,SuperYoshi,David EhrmanSean RocheSuperYoshi,"A video re-mix of Recycled Koopa (1990), widely recognized as the first ever ""YouTube Poop"".",3m,I'd Say He's Hot on Our Tail
333,8.2,--,Grégory Morin,David Neiss,Add a plot,6m,Dernier cri
334,8.7,--,Jonathan Avigdori,Jonathan Avigdori,"A story about a dysfunctional Jewish family in Brooklyn. Shula and David have two sons: Nick, an alcoholic, marriage consultant who's watching his own marriage collapse and Ben, (in the closet) who's having problems with his transvestite partner, Jasmine. Not aware of Ben's sexuality, the parents decide to fix him up with a nice Jewish girl on Passover night. The supp... Read all",32m,Jew Tales
335,6.8,--,Mad Martian,Mad Martian,"A broccoli farmer whose own children hate broccoli invents a plant hybridization device in an attempt to make broccoli taste better so kids will eat it. On the verge of success, he has a terrible accident that will forever change his life. You will never look at broccoli the same again!",--,The Inedible Bulk
336,6.6,--,Elio Quiroga,Stephen KingElio Quiroga,An animated horror zombie-comedy about domestic violence.,11m,Home delivery: Servicio a domicilio
337,7.6,88%,Mark AndrewsAndrew Jimenez,Andrew JimenezMark Andrews,Two buskers engage in a petty feud over a child's donation.,4m,One Man Band
338,7.3,--,Rick Alyea,Rick Alyea,What has your life been like without Hockey?,14m,Puck This
339,6.2,--,Joseph BarberaSpike Brandt,William HannaJoseph Barbera,"Tom and Jerry cartoon short directed by Joseph Barbera and Spike Brandt. It was the last Tom and Jerry cartoon to be written, co-storyboarded, co-directed and co-produced by the characters' co-creator Joseph Barbera.",8m,The Karate Guard
340,6.5,--,Edgar Wright,Edgar Wright,This home movie features a cop named Barry Stern who has to hunt down a serial killer. In the style of Dirty Harry meets Airplane.,39m,Dead Right
341,7.0,--,Hal Hartley,Patricia DunnockParker PoseyAdrienne Shelly,"Two charming but inept agents of the supernatural (sort of like cupid goddesses) decide to interfere in human affairs. Mini Musical Comedy. Like one of those Shakespeare situation comedies in the woods. Or the Beatles ""Magical Mystery Tour."" A mini-opera with some sort of dense but ultimately meaningless plot. There's a young man who works too much and who needs to fa... Read all",8m,Opera No. 1
342,7.3,97%,Phil Mulloy,Joel Cutrara,"While out eradicating space debris, a strange object is discovered and brought back to Earth. The consequences are disastrous.",11m,Intolerance
343,7.5,--,Alyson Shelton,Alyson Shelton,"After getting out of a bad relationship, Jillian decides to mend her heart with a quest. She goes in search of the perfect f***, but discovers it's harder than she thought to put her heart on hold.",12m,In Search of...
344,6.8,--,Ian Fischer,Ian FischerF. Paul Wilson,Pro-life house wife falls in love with the latest trend to hit New York City: handbags made out of fetal skin.,15m,Foet
345,6.9,--,Phil Mulloy,Phil Mulloy,"Once upon a time there was a war between earth and the planet Zog. The two vast space fleets took off to do battle but, at the point of contact in deep space, the earth crews were smelling their girlfriend's underpants while the Zog's were distracted watching porn # and so they passed one another. 30 years later the Zog have invaded earth unnoticed. One man, Dwight Ho... Read all",15m,Intolerance II: The Invasion
346,--,--,--,--,--,12m,Run!
347,--,--,Nathan ShieldsJeromey Shannon,Jeromey ShannonNathan Shields,Add a plot,--,Five by Ten
348,--,--,Jesús Marugán,George LucasJesús Marugán,,11m,Star Wars: Episodio Pi - Sithspotting
349,--,--,M.C. Griffin,M.C. Griffin,,8m,Happy Homicidal
350,7.7,--,Peter Cornwell,Mark BradridgePeter CornwellAndrea Del Bosco,"Ben, our main character, wakes up in an unusual hospital after seemingly landing on an asphalt road due to a car collision. He later wakes up to the sound of dog barking and decides to explore the hospital. After he studies the hospital, noticing all the details from the plain white hallways from the surgical tools spread about the rooms, he realizes this isn't a norm... Read all",15m,Ward 13
351,7.7,--,Phil Mulloy,Phil Mulloy,"Two thousand years into the future, the battlefleet from Earth is still searching for the Planet Zog. Those on board are irreconcilably divided between those that believe the Planet Zog exists, and those that don't. Caught between these warring factions Ade and Eva Hokum are determined to find happiness with each other. Will the Planet Zog be a paradise for them?",24m,Intolerance III: The Final Solution
352,--,--,Justin Remer,Justin Remer,,5m,Meet Me at 13 o'clock!
353,--,--,Greg Welsch,Michael MontgomeryGinny Welsch,,--,Overdue
354,8.4,22%,Eme Guitron,Joey Jameson,Add a plot,9m,The Boss
355,--,--,Vincent James Prendergast,Vincent James Prendergast,"Late at night, Peter stops at a gas station bathroom, only to become trapped by a madman he cannot see, with his sanity at stake.",8m,A Square to Spare
356,7.5,--,Jack Zagha Kababie,Arturo GonzalezJuan HerreraJack Zagha Kababie,Add a plot,10m,Yo también te quiero
357,7.7,--,Jalmari Helander,Jalmari HelanderJuuso Helander,In this sequel to 'Rare Exports Inc' we are shown the horrendous results of abusing Father Christmas.,10m,The Official Rare Exports Inc. Safety Instructions 2005
358,7.4,38%,Géza M. Tóth,Géza M. Tóth,"Five minutes before his big performance, the Maestro and his persistent mechanical assistant are getting ready. As the clock ticks, life at the top is not all it seems.",5m,Maestro
359,--,--,Alain Deslongchamps,Alain DeslongchampsCristiana Nicolae,"Trapped in his stressful daily life, a man sees his journey disrupted by a quarter and a woman.",4m,Five Minutes
360,--,--,Kevin Finnerty,Kevin FinnertyMatthew James Santoro,The Sheriff investigates a gruesome murder in the woods.,3m,The Sheriff
361,--,--,Sean Cassels,Jeff Badger,A. Gorilla gets a taste of New York with his first job interview.,7m,Gorilla in the City
362,--,--,Michael Davies Jr.,Michael Davies Jr.,The Other Man And The Girl is nothing more than a science experiment. Do the laws of physics apply to human interpersonal relationships?,6m,T.A.G.
363,--,--,Gabe McCauley,Gabe McCauley,,10m,Mother Mayo
364,--,--,Blake CalhounCliff Richhart,Blake CalhounCliff RichhartMarc Swank,,--,Keep Off the Grass
365,--,--,Damon Packard,Damon Packard,"A gonzo, surreal mocumentary about chemtrails, conspiracy theories, mass hysteria, HAARP, Art Bell, 9/11, and other sundry bizarro elements.",6m,Chemtrails: An Investigative Report
366,7.4,--,Scott Smith,Brendan BaileyRukiya BernardSteven Bidwell,,10m,Playing the Role
367,7.0,--,Philippe Pollet-Villard,Philippe Pollet-Villard,"Richard and Philippe live hand to mouth, backing up a gang of Spanish pickpockets on the streets of Paris, posing as policemen who arrest a gang member while the others rifle the pockets and purses of gawkers. When all of the gang except Richard and Philippe are pinched, things look grim. Plus, Richard insists that they take in a wide-eyed immigrant lad, a deaf-mute l... Read all",31m,Le Mozart des pickpockets
368,6.8,--,Andrea Jublin,Valentino CampitelliArianna Dal BuonoLorenzo de Cicco,There's something strange about the new substitute teacher in class.,17m,Il supplente
369,6.8,--,Samuel Tourneux,Karine BinauxOlivier GilbertSamuel Tourneux,A priest tries to sell an old man a machine that he promises will transport him to heaven.,9m,Even Pigeons Go to Heaven
370,7.7,--,Ryan CavanAlex Heaslip,Ryan CavanAlex Heaslip,"The Bumblebee Man is the English Prince of a court known as the Apiary. He is in the throws of woe since the death of his Mother... until a stranger wanders to the Apiary gates. And so begins an epic tragedy of war, true love, deceit, heroin, and the struggle to maintain royal lineage.",15m,The Bumblebee Man
371,--,--,Robert Scott,Robert Scott,"We all remember the first time we fell in love, our first kiss. Or do we? What if things didn't exactly happen the way we remember. Shima was from a traditional, noble family. Nikko was from a new generation, and was leaving for America. Their summer together was coming to a close but their paths had guided them to this moment. Would she get the courage to tell him ho... Read all",7m,Anatomy of a Kiss
372,--,--,Parker McMillan,Catherine CoanBill LantingParker McMillan,"Fletcher is a down on his luck and his life is going nowhere. That is until his idol, Astroman, decides to retire from the superhero business to become a Hollywood actor.",13m,Super
373,--,--,Richard Lasser,Richard Lasser,"When Frank is selected for the last round in an ice cream recipe contest, he learns he's not only the only gay finalist, he's the only adult finalist. A homophobic mother and publicity-wary dairy president conspire to rig the contest.",8m,I Scream
374,--,--,James EnnsAmy HartSean Parker,Sean ParkerJames EnnsAmy Hart,A dinner party thrown by aristocrat Theodore Doddington takes a turn for the worse when a potential business associate is accidentally (and humorously) poisoned.,5m,Doddington's Dinner Party
375,5.6,--,Craig Weintraub,Marc GeffenDakota LupoBryan Reisberg,,3m,Two Guys
376,--,--,Teymour Tehrani,Kimberly HoppeAlex Melzener,"Little Kimberley creates an imaginary friend called Iggy to win the attention of her parents, because she feels that they favour her younger sister, Gillian. Soon enough, the hoax takes on a life of its own - with uncanny consequences.",15m,Kimberley & Co
377,--,--,Mauro Altschuler,Mauro Altschuler,,--,Y uno para todos
378,--,--,Aaron Arendt,Jacob LunderbyMary McIlwainAaron Morse,"Heroism, adventure, triumph and tragedy. The real story of the first space monkey.",11m,Empirical Triumph: Primate Quest
379,--,--,Marc Mason,Marc Mason,"A disillusioned cyclist on a charity bike ride gets lost in the English countryside. Riding through the unusual region of Bedfordshire, he falls upon an old tradition and finds inspiration from unexpected sources, through which he experiences the Bedfordshire Clanger.",27m,The Bedfordshire Clanger
380,7.0,--,Gregg Bishop,Gregg Bishop,VooDoo is a dark comedy about a little girl who uses a voodoo doll to get rid of her mother's date.,6m,Voodoo
381,--,--,Sven Hain,Sven Hain,,8m,Flowers for the Lady
382,6.3,--,John A. Davis,Steve OedekerkJohn A. Davis,"When a lonely snowman wants to be part of the holiday fun, he decides to impersonate Santa! A hilarious clash that ensues where rocket-propelled reindeer face-off against snowball-launching igloos! ( Get it in 3D or 2D!!!!! )",32m,Santa vs. the Snowman 3D
383,--,--,Maxim Juretzka,Maxim Juretzka,,6m,Dinner for 3
384,7.1,--,Jason Impey,Jason Impey,A zombie and human go head to head in a football match to the death.,1m,Soccer of the Dead
385,6.7,--,Kôsai Sekine,Kôsai Sekine,"It is the story of a compulsive Japanese worker obsessed with order; for everything there is a site, but he realizes that he can not finds his site.",5m,Right Place
386,7.1,--,Vince Collins,Vince Collins,A frank and unflinching look at the debauched and depraved aspects of modern life.,3m,Unofficial Reality
387,6.2,--,Jaime Aparicio,Jaime Aparicio,,8m,Vecinos
388,--,--,Jools Vergne,--,,--,Stare Wars
389,--,--,Lisa HammerBo Burroughs,Levi Wilson,"A satire of the amazing 1960's educational science TV show created by Julius Sumner Miller, 'Why Is It So?",6m,Why Does It Do That?
390,7.0,--,Todd A. Robinson,Todd A. Robinson,,6m,It Takes One...
391,--,--,Javier Ruiz de Arcaute,Ángel Martínez Astudillo,,14m,3G (Three Girls)
392,--,--,Eric MylesRob Paul,Paul FrenchEric MylesRob Paul,Add a plot,5m,Keychain of Events
393,--,--,David Galán Galindo,David Galán Galindo,,15m,Water Closed
394,5.6,--,David Díaz,David Díaz,Add a plot,20m,Ridiculus Mortis: Solo la muerte se flipa 2 veces
395,8.2,--,Abner PastollKamma Pastoll,Abner Pastoll,"A thrilling and humorous comedy about the British police. A serial killer threatens to blow up a police station. With only a limited amount of time, the Chief Inspector must solve the problem using a most unexpected tactic.",9m,Homicide: Division B
396,7.1,--,Kristoffer JonerBjørn Arne Odden,Per Schreiner,"At the Federal Beurau of People Preservation, every problem in the world is solved swiftly and painlessly.",12m,Tørt og kjølig
397,7.5,--,Thomas OberliesMatthias Vogel,Thomas OberliesMatthias Vogel,Add a plot,12m,Arbeit für Alle
398,6.1,--,Serge Elissalde,Serge Elissalde,Black tea or how a simple cup of tea can provoke a horrible fit of anguish.,5m,Thé noir
399,--,--,Chris Conlee,Patricia LeeKen Tietjen,"A Political Satire / Comedy set during the period when Barack and Michelle Obama were members of Reverend Jeremiah Wright's Trinity United Church of Christ and Barack Obama was busy battling Hillary Clinton for the Democratic Nomination. During this busy and tumultuous time, Reverend Wright leaves town to visit friends in Libya, leaving Michelle Obama in charge of the... Read all",28m,The Lost Michelle Obama Tapes: Tape Number One - The Sermon on the Mount According to Michelle Obama
400,9.4,--,Dmitri Frolov,Dmitri IgnatovNatalya SurkovaVladimir Zolotar,"On a remote almost uninhabited island, there are two gently friendly representatives of the once opposing sides. They have long been accustomed to each other and do not expect any changes in life. And all of a sudden a woman appears on the island.",10m,The Little Sotmaid
401,5.3,45%,Damon Berry,Damon Berry,Looking for love? Ask a stranger for directions.,2m,Sex Drive
402,6.6,--,Nina Paley,Nina Paley,"A man plays fetch with his dog, only to have both him and his dog mired in a series of optical illusions.",5m,Fetch!
403,--,--,Fran Casanova,Santiago Pajares,Add a plot,20m,Cuando Pedro dejó a Alicia
404,--,--,FJ García,FJ García,"A boy cheats in a card game, and takes all the money from his friends. Once they find out, they'll try to get their money back by any means necessary.",3m,El Tramposo
405,--,--,R.J. Fox,R.J. Fox,A man spends an entire day being followed by a clown.,--,Clowny Day
406,7.4,--,Jonas Geirnaert,Jonas Geirnaert,The lives and interactions of four neighbours in an apartment building are seen simultaneously in four different rooms.,10m,Flatlife
407,--,--,James Howarth,James Howarth,"Jack has a fancy dress business party he must attend but his girl friend Jill doesn't want to go. She thinks he's cheating on her, so she attends the party in disguise.",3m,Cheater
408,5.4,--,Richard Bradley,Arthur Conan Doyle,Sherlock Holmes is baffled when he encounters a burglar who can disappear and gets prank-ed by him with the use of an exploding cigar.,3m,Sherlock Holmes Baffled
409,--,--,FJ García,FJ GarcíaPaula LombarteBeatriz M. de Lara,Add a plot,11m,La copa envenenada
410,--,--,David Petrucci,David Petrucci,,--,Enya
411,--,--,Sergey KolosovskyPrince Oak OakleyskiGoranco Petrovski,Sergey Kolosovsky,"We are not talking about Belarusian cinema - we are creating it. The boring official cinema of Belarus is being replaced by alternate cinema, cinema filled with new meanings and vivid images.",11m,Trash po-belorusski
412,--,--,Greg McLeod,Greg McLeodMyles McLeod,,5m,Fuggy Fuggy
413,--,--,Al Liptak,Al Liptak,"In an old cemetery, in the middle of nowhere, a man rises from his grave and begins to wander... A nearby unsuspecting town becomes the walking ground of their new dead friend. Can the dead become friends with the living? Find out now in ""ROTTING JOY!""",10m,Rotting Joy
414,6.8,--,Magnus Holmgren,Magnus Holmgren,On the hottest day of the year a husband figures out a way to get rid of his annoying wife in a game of scrabble.,8m,Lägg M för mord
