,IMDB,RT,Direccion,Guión,Argumento,Duración,Título
0,6.4,--,Jürgen Böttcher,Jürgen BöttcherKlaus Poche,"DDR film from the mid-60s: Li and Al, not long married, want to divorce. They feel trapped in their marriage and in their one-room apartment. They long for an unconventional, meaningful life, but the search for meaning confounds them.",1h 40m,Jahrgang 45
1,6.4,--,Egon Günther,Egon GüntherHelga Schütz,"Adam receives a flashlight with special powers: every liar it shines on flies into the air. Production was canceled in 1965 due to the film's political content. Only in 1989-1990 could the director reconstruct the film, replacing missing sounds and images with script inserts.",1h 18m,"Wenn du groß bist, lieber Adam"
2,6.4,--,Zdenek Tyc,Jaromir KacerJirí SoukupZdenek Tyc,,1h 20m,"Vojtech, receny sirotek"
3,4.9,--,Arch Oboler,Arch Oboler,A young college student and a former G.I. on his way home from a tour in Viet Nam meet in Japan and decide to explore the country together.,1h 31m,Domo Arigato
4,5.9,--,Lindsay Shonteff,Len Deighton,"A British spy is framed, so he must evade the KGB, the CIA and the British Intelligence to reach the the heart of the conspiracy in Arctic.",1h 43m,Spy Story
5,6.2,53%,Michael Rubbo,Michael Rubbo,Jo meets a mysterious art dealer who buys some of her drawings and commissions her to make more. She asks some friends for help and sets off to Amsterdam to look for the mysterious man.,1h 40m,Vincent and Me
6,5.5,--,Fernando Durán Rojas,Jorge Barragán,"A hobo (Julio Alemán) is given the power to know what will happen in the future, but only for 24 hours.",1h 38m,La hora 24
7,6.0,--,Cheh Chang,Cheh Chang,The friendship between a thief turned Chinese opera performer and an incorruptible police officer.,1h 55m,Slaughter in Xian
8,4.3,--,Tom Clegg,Iain RoyChris Kelly,A veteran reporter is investigating the disappearance of a photo-journalist who was covering a civil war in Africa. The only clue is a roll of film he left behind. The reporter soon realizes he may have bitten more than he can chew.,1h 48m,Any Man's Death
9,7.6,--,Kevin Conway,Mila BurnetteJoaquim de AlmeidaMaria Norman,"Concerns an affluent New Yorker who returns to the South Bronx and her Puerto Rican roots, and falls in love with a Puerto Rican separatist.",1h 37m,The Sun and the Moon
10,6.1,--,Yeung-Wah Kam,Chi-Ming Pang,A Hong Kong police detective investigating weapons smuggling through the airport runs into a corrupt customs officer. Things escalate to a ruthless munitions smuggler kidnapping two security officers' daughter.,1h 29m,Fatal Termination
11,4.3,0%,Addison Randall,Addison Randall,A right-wing revolutionary group called Strikeforce goes on a kidnapping and murdering spree in order to obtain a lethal top secret weapon. A Vietnam Vet called Jason Shepherd is called in to track the group down.,1h 30m,Payback
12,5.2,--,Kei-Yee Chik,Abe Kwong,Add a plot,1h 30m,Wu ye tian shi
13,5.1,--,Abbas Alibhai BurmawallaMastan Alibhai Burmawalla,Ranjit Harma,"Bharat Nagar is a city in modern secular India that is terrorized by a gangster named Bhika, who is protected by the local politician, Gulabchand Jhakotia, his son, Police Inspector Bhushan, and the D.S.P. Anand Saxena. When Inspector Gurdayal Singh accumulates enough evidence to arrest Bhika, he is killed. Bhushan then attempts to molest an activist, Asha, but is sto... Read all",2h 41m,Agneekaal
14,6.8,--,Valeriy Ogorodnikov,Valeriy Ogorodnikov,"A Tv actor-director of the Gorbachev generation makes a film about 1949: the narrative shifts between fantasies and realities, the past and the present.",2h 26m,Bumazhnye glaza Prishvina
15,6.8,--,Vyacheslav Nikiforov,Alexander PushkinEvgeniy GrigorevOskar Nikich,"The young master Vladimir Dubrovskiy comes to the estate to see his father, who has long had a lawsuit with his neighbor, the despotic landowner Troekurov. The litigation ends in complete ruin, and then the death of his father. Dubrovskiy, who by this time had fallen in love with Mashenka Troekurova, decides to take revenge.",1h 44m,Blagorodnyy razboynik Vladimir Dubrovskiy
16,5.6,--,Marc Didden,Marc DiddenAnnemarie Vandeputte,"Hilde earns just enough to support herself and her son, but when his father returns the troubles begin.",1h 30m,Sailors Don't Cry
17,6.4,--,Petar Krelja,Petar KreljaPavao Pavlicic,Young social worker falls in love with a delinquent girl on the run.,1h 26m,Stela
18,6.7,--,Eda Lishman,Eda Lishman,"A tomboyish juvenile delinquent, Paschal Draney, is sent to live in a foster home run by a well-known horse breeder where he befriends a Thoroughbred seemingly crippled by a congenital eye defect.",1h 47m,Primo Baby
19,6.3,--,Zdenek Kaloc,Guy de MaupassantZdenek Kaloc,Add a plot,52m,Zbabelec
20,6.7,--,Férid Boughedir,Férid BoughedirNouri BouzidTaoufik Jebali,"Noura struggles to reconcile two worlds, Muslim women and men, while also dealing with his own sexuality.",1h 38m,Halfaouine: Boy of the Terraces
21,5.7,--,Jacob Berger,Jacob Berger,"The American musician Rickie falls in love with the prostitute Sara, who pretends to be a princess. As they escape together, Rickie gets into a dangerous adventure...",1h 35m,Angels
22,7.1,87%,Éric Rohmer,Éric Rohmer,"Simple conversations engender complicated human interactions. Jeanne is open and even-tempered, a philosophy teacher at a lycée. Her fiancé is away and she doesn't want to stay at his messy flat; she's loaned hers to a cousin, so she accepts the invitation of Natasha, a music student whom she meets at a party, to sleep in her father Igor's bedroom because he's always ... Read all",1h 48m,A Tale of Springtime
23,7.0,--,Jan Schütte,Jan SchütteThomas Strittmatter,"Before Ernst Winckelmann, a sales representative for hair products, calls on hairdressing salons and chemist's shops, he rehearses what he intends to say, shakes the dandruff from his hair and slips into an innocuous pair of shoes. None of this helps. Winkelmann is no sales talent and his product is a failure. Meanwhile, in a small corner pub in the Barmbek district o... Read all",1h 20m,Winckelmanns Reisen
24,5.9,--,José Buil,José Buil,"A sports journalist is assigned to discover the truth behind the mask of ""El Angel Enmascarado"" (The Masked Angel), a very popular and recently deceased wrestler.",1h 35m,La leyenda de una máscara
25,7.1,--,Francisco J. Lombardi,Augusto CabadaGerardo HerreroFrancisco J. Lombardi,3 entwined stories set in Lima in the conflict marked 8Os: An elderly couple loses their child. A broadcaster shelters a depressed woman. A blind woman exploits her poor grandsons.,2h 1m,Caídos del cielo
26,7.4,95%,Jane Campion,Janet FrameLaura Jones,"Janet Frame was a brilliant child who, as a teen, was misdiagnosed with schizophrenia. Explore Janet's discovery of the world and her life in Europe as her books are published to acclaim.",2h 38m,An Angel at My Table
27,5.9,92%,Leonard Schrader,Leonard Schrader,"When a young European woman assumes a false identity in 1920s Argentina, she gets more than she bargained for.",1h 30m,Naked Tango
28,6.2,--,Paul Cox,Paul CoxBarry DickinsGuy de Maupassant,"When a man discovers a golden braid hidden inside an antique he has purchased, he becomes obsessed with the fantasy of a love affair from time passed and the woman he imagines the braid belonged to.",1h 31m,Golden Braid
29,7.1,--,Yvonne Rainer,Yvonne Rainer,"Privilege is an intelligently-conceived, boldly-anarchic, and wickedly-insightful exposition on the culturally-ingrained and socially-divisive malaise of isms that artificially define and characterize empowerment in contemporary society: ageism, sexism, economic elitism, and racism. Yvonne Rainer conveys texture through the inter-cutting of archival footage, video, an... Read all",1h 43m,Privilege
30,6.7,83%,Mike Nichols,Carrie Fisher,A substance-addicted actress tries to look on the bright side even as she is forced to move back in with her mother to avoid unemployment.,1h 41m,Postcards from the Edge
31,6.5,--,Raymond Depardon,Raymond Depardon,A Frenchwoman is taken hostage by an African tribe for months - can she escape ?,1h 36m,Captive of the Desert
32,7.5,83%,Xavier Koller,Xavier KollerFeride Çiçekoglu,The story of a poor Turkish family who try to emigrate illegally to Switzerland.,1h 45m,Journey of Hope
33,6.7,70%,Claire Denis,Claire DenisJean-Pol Fargeau,"Dah and Jocelyn come from Benin, Africa, to coach their rooster, ""S'en fout la mort"", for an illicit cock-fight in the basement of a restaurant.",1h 30m,"No Fear, No Die"
34,6.3,--,Miguel Littin,John BrileyLeonardo BenvenutiGiovanna Koch,The US tried to occupy Nicaragua in 1927. General Cesar Augusto Sandino and his guerrillas begin armed resistance.,2h 15m,Sandino
35,6.6,--,André Melançon,Denis BouchardMarcel LeboeufAndré Melançon,On Christmas eve a journalist witnesses a theft in a mall and then tracks one of the thieves to later be taken as his hostage in the radio station he works for.,1h 28m,Rafales
36,6.0,--,Tristán Bauer,Tristán BauerGraciela MaglieAldo Romero,"A married couple with two children living in the suburbs of Buenos Aires have economical troubles. The father returns to his rural birthplace, where he finds that his father and brother are out of work, so he decides to the city.",1h 45m,Después de la tormenta
37,7.7,70%,Giuseppe Tornatore,Massimo De RitaTonino GuerraGiuseppe Tornatore,Matteo decides to take a trip across Italy to go visiting his five children.,1h 58m,Everybody's Fine
38,7.0,--,Arvo Kruusement,Oskar LutsMats Traat,"In the follow-up of ""Kevade"" and ""Suvi"" the same characters have reached their middle-age. Everybody are living quiet family-life but Kiir the tailor who one more time decides to become a farmer and get married.",1h 25m,Sügis
39,7.8,84%,Penny Marshall,Oliver SacksSteven Zaillian,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.",2h 1m,Awakenings
40,7.6,--,Murray Martin,Tom Hadaway,"A feature drama set in the declining fishing industry in North Shields, the actors auditioned and trained by local fishermen and filmed on the 63 foot seine netter bought by Amber.",1h 43m,In Fading Light
41,7.1,--,Paulus Manker,Paulus MankerJoshua Sobol,"Self-imprisoned in an apartment which is reminiscent of a theater stage, Otto Weininger recalls certain events of his life before shooting himself on October 4, 1903.",1h 45m,Weiningers Nacht
42,5.9,--,Bassek Ba Kobhio,Bassek Ba Kobhio,"Sango Malo contrasts two views of education. The traditional headmaster represents a rigid, ""Eurocentric."" curriculum designed to produce docile colonial administrators. Malo, the radical young teacher, emphasizes the practical skills needed to build a self-reliant rural community. The film illustrates Brazilian educator Paolo Freire's celebrated distinction between a... Read all",1h 33m,Sango Malo
43,7.2,--,Armondo Linus Acosta,William ShakespeareArmondo Linus AcostaVictor Spinetti,An eccentric bag lady rescues the stray cats of Venice and puts them on a boat to set sail for the New World.,2h,Romeo.Juliet
44,6.1,--,Monique Rutler,Cesario BorgaGonçalves PretoMonique Rutler,Add a plot,1h 38m,Solo de Violino
45,7.6,70%,Yves Robert,Marcel PagnolJérôme TonnerreYves Robert,"Every holiday Marcel and his family go to their cottage near Marseilles. During one of these holidays he meets Isabelle, a pretty but conceited girl... Adapted from the cult classic novel from Marcel Pagnol.",1h 38m,My Mother's Castle
46,7.3,57%,Michael Verhoeven,Michael Verhoeven,"When a young woman investigates her town's Nazi past, the community turns against her.",1h 34m,The Nasty Girl
47,4.8,40%,Duane Clark,Duane ClarkSteven Wilde,A crowd of guys in their 20's spend most of their time hanging out. It's Christmas time in the early 1990's and the guys all begin to think it's about time they went about their lives without the comfort of the diner.,1h 37m,Shaking the Tree
48,6.3,29%,Gregg Champion,John BlumenthalMichael Berry,"When a police detective thinks he is dying and learns that his life insurance pays out more if he dies in the line of duty, he tries to make that happen.",1h 37m,Short Time
49,6.7,76%,Franco Zeffirelli,William ShakespeareChristopher De VoreFranco Zeffirelli,"Hamlet, Prince of Denmark, finds out that his uncle Claudius killed his father to obtain the throne, and plans revenge.",2h 15m,Hamlet
50,6.7,--,Markus Imhoof,Thomas HürlimannMarkus Imhoof,"Since 1886, there has been a weather-station master at the summit of the mountain. He telegraphs his daily measurements into the valley from where they are transmitted to Rome, Paris, Berlin and Vienna.",1h 43m,Der Berg
51,7.2,--,Yermek Shinarbayev,Anatoli Kim,"After their daughter is murdered, a couple raises a son to avenge her.",1h 40m,Revenge
52,7.1,80%,María Luisa Bemberg,María Luisa BembergAntonio LarretaOctavio Paz,"This fact-based film examines the life of Sor Juana Inés de la Cruz (Assumpta Serna), a Roman Catholic nun from Mexico City who, in the midst of the Spanish Inquisition, established herself as an important New World philosopher, poet, playwright and early feminist. When Sor Juana comes under the scrutiny of a vicious archbishop (Lautaro Murúa) for her unconventional w... Read all",1h 45m,"I, the Worst of All"
53,7.2,--,Anthony Minghella,Anthony Minghella,A woman dealing with inconsolable grief over the death of her partner gets another chance when he returns to earth as a ghost.,1h 46m,Truly Madly Deeply
54,7.7,--,Hung-Wei Yeh,Chia-hua LauMao XiaoHung-Wei Yeh,"Five girls grow up in China during the first years of the twentieth century. When they become adults they have to learn that women are almost without rights. Other women close to them are suppressed in the most brutal way. When Mingtao is to marry a mentally deficient but rich man, she and her friends decide to escape and to search for the mythical ""garden"" where a wo... Read all",2h 3m,Five Girls and a Rope
55,7.4,80%,Hal Hartley,Hal Hartley,"After being thrown out of her house, Maria encounters a married woman who complains of not having children. Maria ends up in an abandoned house, where she meets Matthew. When a baby is kidnapped Maria sets out to find the woman.",1h 47m,Trust
56,7.8,--,Nikolay Dostal,Georgiy NikolaevAndrey Zhigalov,"In a dreary Russian village, over-enthusiastic and underappreciated Kolya spontaneously announces that he has plans to leave for the far-east today, garnering far more attention and support than he anticipated.",1h 16m,Cloud-Paradise
57,6.9,55%,Simon Wincer,John Hill,"Sharpshooter Matt Quigley is hired from Wyoming by an Australian rancher paying a very high price. But when Quigley arrives Down Under, all is not as it seems.",1h 59m,Quigley Down Under
58,4.4,57%,Jordan Alan,Jordan Alan,"Two adolescent children of wealthy parents deal with the emotional travails of spoiled youth by indulging in self destructive behavior including but not limited to drugs, parties and teen sex. Friends John (Luke Perry) and Alex (Timothy Owen) deal with issues of betrayal involving Alex's girlfriend Stevie (Estee Chandler).",1h 33m,Terminal Bliss
59,6.4,--,Darrell Wasyk,Darrell Wasyk,Two junkies lock themselves in an underground apartment in a desperate attempt to wean themselves off heroin.,1h 34m,H
60,7.5,--,Gleb Panfilov,Gleb PanfilovMaxim Gorky,Based on Maxim Gorky's novel about a woman torn between her loyalties to husband and son in the years of the Revolution.,3h 20m,Mat
61,7.2,--,Robert Dornhelm,Michael KöhlmeierFelix Mitterer,"A drama between revolution and order, captured partly on film, partly on video adding to the gritty reality of the time, place and events as they unfolds in Eastern Europe as the ""Iron Curtain"" collapsed.",1h 25m,Requiem für Dominic
62,7.0,--,Jaime Osorio Gómez,Alexandra Restrepo,"The action is situated in Colombia on April 9, 1948, date in which took place the famous ""Bogotazo"". It is a story of love frustrated by political circumstances. Laura, a spinster schoolteacher, lives to Josefina and Santiago, public employee. The three characters will be besieged by 24 hours, targeted by snipers, will be forced to show such which are or they would ha... Read all",1h 30m,Confesión a Laura
63,5.5,--,Ruby L. Oliver,Ruby L. Oliver,"Ruby Oliver's semi-autobiographical drama focusing on the struggles of woman living in the ghetto of Southside Chicago who must cope with an alcoholic husband and 3 troubled children (2 layabout sons and an unmarried, pregnant daughter).",1h 32m,Love Your Mama
64,7.1,100%,Jon Jost,Jon Jost,"Set in the quasi-Biblical splendor of the Mormon Dixie of central Utah, 'Sure Fire' follows the trajectory of an American archetype, the small town entrepreneur seized by visions of fortune. Wes, eager to sell out the local grandeur to the wealthy hordes of Southern California, wheels and deals in real-estate, but more fundamentally he hones in directly to the get-ric... Read all",1h 23m,Sure Fire
65,3.6,42%,James H. Barden,James H. Barden,How would you react if Christ had re-appeared on earth today? Would man kind repeat their mistakes or accept? This movie is about a modernized 2nd coming of Christ. Instead of facing Romans there are different obstacles in these modern times that he'd have to face.,1h 37m,The Judas Project
66,6.8,100%,Nietzchka Keene,Jacob GrimmWilhelm GrimmNietzchka Keene,"Margit and her older sister, Katla, flee their homeland after their mother is killed for practicing witchcraft. Needing a place to stay, Katla casts a spell over a young farmer named Jóhann which makes him fall in love with her.",1h 18m,The Juniper Tree
67,--,--,Piotr Lazarkiewicz,Bogdan MadejMarceli Minc,,1h 25m,W srodku Europy
68,7.3,85%,Mike Newell,Elizabeth von ArnimPeter Barnes,"Four English women, after World War I, who are unhappy with their lives, and their time away on vacation in a beautiful Italian villa.",1h 35m,Enchanted April
69,6.4,14%,Xavier Beauvois,Xavier BeauvoisSophie FillièresArlette Langmann,"The story of a dysfunctional family in Northern France. Dad is a mean abusive drunk pharmacist, mom is addicted to pills and has incestuous desire for her son, the son is skipping school to fish and daughter is mentally handicapped.",1h 39m,North
70,7.3,--,Rob Tregenza,Rob Tregenza,"His life a mess, an out-of-work welder goes on a cross-country road trip and meets odd people.",1h 36m,The Arc
71,6.4,75%,Jeremy Kagan,James DonadioJohn McDonald,"An elderly man named Max comes to the famous fencing coach Villar and asks to take him on as a coach. But the coach does not like his weapon technique, and he only takes Max as a cleaner.",1h 31m,By the Sword
72,6.8,50%,Steven Soderbergh,Lem Dobbs,"Kafka works during the day at an insurance company, where events lead him to discover a mysterious underground society with strange suppressive goals.",1h 38m,Kafka
73,7.1,43%,Naoto Takenaka,Toshiharu MaruuchiYoshiharu Tsuge,"Sukezo, a former manga comic artist, takes up the art rock business by setting up a shop in a shed by the river. He tries hard to be successful, but business does not go well and the family becomes progressively poorer.",1h 47m,Nowhere Man
74,4.7,--,Andrew Piddington,Andrew PiddingtonTim Rose PriceGraham Swift,"Major James Prentis VC (Sir Alan Bates) is a British spy of World War II and war hero who goes under the code name of ""Shuttlecock"". Alienated from his family and children, he ends up in a mental institution in Lisbon, Portugal.",1h 45m,Shuttlecock
75,5.5,--,Jacques BoyreauJon Moritsugu,Jacques BoyreauJon Moritsugu,This is my mother using my personal.videos without consent from myself.,1h 37m,Hippy Porn
76,--,--,Paolo Bologna,Paolo Bologna,"Giacomo is a former football player in a small town with a big lake, reader of detective stories. His meeting with Sara, suspect in the murder of her husband, a wealthy property owner, suddenly changes his life to commit murder, to madness.",1h 34m,Il senso della vertigine
77,6.8,--,Karen Shakhnazarov,Aleksandr BorodyanskiyKaren Shakhnazarov,"Over seventy five years ago Russia's last Tsar and his entire family met their fate at the hands of a murderous assassin. Yet, behind the closed doors of a modern day psychiatric hospital a patient is telling the story of the event.",1h 44m,Tsareubiytsa
78,7.8,--,Amber Production Team,Amber Production Team,"When she arrives from Donegal on her ramshackle motor bike and sidecar, Peggy O'Rourke certainly puts the cat among the pigeons in North Shields. Her son, Bert, the loan shark who runs the pub, and has his finger in several pies, is not thrilled to see her. The mysterious Kevin watches her constantly. But the women in the pub darts team warm to her immediately, especi... Read all",1h 55m,Dream On
79,4.6,48%,Andrew Lane,R.E. DanielsAndrew Lane,"Alma is a lonely, vulnerable single woman in love with Frank, a handsome con man who steals her heart as well as her money. Will he take her life as well?",1h 49m,Lonely Hearts
80,5.8,38%,Alejandro Jodorowsky,Berta Domínguez D.,A petty crook in search of the clichéd pot of gold at the end of the rainbow hopes to cash in by befriending the heir to a huge fortune.,1h 27m,The Rainbow Thief
81,4.0,--,Antonio Bonifacio,Daniele Stroppa,"Gianni is a political man with a good career waiting for him. Angela is his wife and she fakes an assault and a rape in a cinema. Eva is Gianni's lover and Angela's friend. Gianni and Eva decide to use the pretext of the assault to kill Angela. Later on Angela is blackmailed by a man who was present at her act. In the background there are Rosy, her maid always present... Read all",1h 28m,Scandal in Black
82,--,--,Maha Aram,Nadia Shams El DineNabawiya El SayedDheya El-Mirghani,Add a plot,1h 35m,Mouaze Al Bareed
83,5.1,--,Joe D'Amato,Daniele Stroppa,"After years in prison, Jeff finally returns to his home town. Along the way he meets a beautiful girl. After a while he gets to the pharmacy owned by his brother, Gordon, who barely manages to hide from the unexpected surprise of the meeting. After some confusion Gordon offers Jeff to stay with him for a while. Gordon introduces his wife to Jeff. Linda was none other ... Read all",1h 25m,Passion's Flower
84,--,--,Matthias Drawe,Matthias Drawe,"The film describes the life of R., a young turk man in Berlin, Germany, who is of the oppinion that he can fly. One day he succeeds in doing so, but no witness is there to testify the situation. Should all his efforts have been for nothing? In the mean time he meets a young woman, L., and temporarily forgets his aim to fly.",1h 20m,Der König von Kreuzberg
85,6.8,--,Yuan Zhang,Qingyu Yan,"A young woman who has been abandoned by her husband is left to cope with her mentally challenged and epileptic 13-year-old son. Dong Dong suffered brain damage during an acute epileptic seizure at the age of 6. He seems to be good at nothing except trouble. Liang Dan, his mother, clings stubbornly to the hope that her child will be normal again some day. As Dong Dong ... Read all",1h 30m,Mama
86,7.4,--,Lidiya Bobrova,Lidiya Bobrova,"The backbone of the story is the daily life of Mitka, whose health is so poor he is not allowed to work. Instead, his wife Raya supports him, despite her heart condition. Nearby lives brother Petka, another impecunious man, who is amusingly tiny when compared to his strong, solid wife: she earns their living as a nurse in a retirement home. Brother Sanya has been in a... Read all",1h 28m,"Hey, Lads and Lasses"
87,6.8,--,Silvano Agosti,Silvano Agosti,"A man walks with his child on the grass of a hill. He reaches an old country house, where years before he had spent his childhood during World War II. The deserted and desolate rooms make him travel back in memory to the time when the war was ending. Episodes of family life pass before his eyes: father, mother, grandmother and six children, of which he, Silvano, the y... Read all",1h 42m,Uova di garofano
88,6.5,--,Mauro Farias,Melanie Dimantas,"The life of aspiring writer Daniel O'Neil, who gets into trouble when his rich girlfriend leaves him.",1h 28m,Não Quero Falar Sobre Isso Agora
89,4.2,--,Tracy Lynch Britton,Tracy Lynch BrittonMichelle J. Carl,"Vacationing lovers Travis and Bobbi encounter an unexpected nightmare on a lonely country road. Two strangers kidnap Bobbi, and brutally beat Travis. Six months later, though Bobbi's family is wealthy, there's no ransom demand, and the police, even Travis's boss, Detective Wyatt, have all but given up. Only Travis, encouraged by Bobbi's best friend Debbie, keeps searc... Read all",1h 36m,Maximum Breakout
90,6.8,--,Juraj Herz,Zdenek MahlerWolfgang Rest,,2h 36m,Wolfgang A. Mozart
91,7.0,--,Aleksandr Rogozhkin,Jacques BaynacAndré MilbetVladimir Zazubrin,"Depiction of ""troika"" type of mass murder trials and it's influence on those who carried out plans to mass murder million of people. Somehow Russia was able to produce such movie, which easily could be documentary about actual events.",1h 29m,The Chekist
92,6.9,--,Joaquim Pinto,Jeanne Waltz,"Redheaded twins Armando and Beatriz always dreamed of being firefighters but during a rainy, uneventful winter they find themselves spending less time putting out infernos than they do helping neighbors who've locked themselves out of their apartments. This is how Armando meets a pretty young woman with whom he begins a tentative courtship. But soon a rift grows betwe... Read all",1h 10m,Das Tripas Coração
93,7.5,100%,Tsai Ming-liang,Tsai Ming-liang,"Within the urban gloom of Taipei, four youths face alienation, loneliness, and moments of existential crisis amidst a series of minor crimes.",1h 46m,Rebels of the Neon God
94,7.2,75%,Assi Dayan,Assi Dayan,"The film takes place in Tel Aviv, much of it in a fictitious local pub called Barbie, a satirical nickname for a famous Israeli mental health institution. The pub's name hints at the characters and the events which occur in the pub and which befall its owner (Daliah), the employees and customers. The plot unfolds with a streak of violence which takes a surprising turn... Read all",1h 40m,Life According to Agfa
95,7.0,83%,Guy Maddin,Guy MaddinGeorge Toles,"The wary residents of a 19th century mountain village must tread carefully and speak softly lest they cause an avalanche. Sexual frenzies teem in this world of repression, setting off incestuous love triangles with deadly consequences.",1h 40m,Careful
96,6.6,--,João Botelho,João Botelho,"Presents, cake, good friends, and a cute birthday song!",1h 5m,No Dia dos Meus Anos
97,6.7,81%,Louis Malle,David HareJosephine Hart,A member of Parliament falls passionately in love with his son's fiancée despite the dangers of discovery.,1h 51m,Damage
98,7.1,88%,Alfonso Arau,Laura Esquivel,"When tradition prevents her from marrying the man she loves, a young woman discovers she has a unique talent for cooking.",1h 45m,Like Water for Chocolate
99,5.0,--,Héctor Faver,Héctor FaverEugenia Kleber,Add a plot,1h 22m,La memoria del agua
100,--,--,Aleksandr Maryamov,Aleksandr Maryamov,Add a plot,1h 16m,Papashka i mem
101,6.8,--,Liliana Ginanneschi,Mariella CarpinelloLiliana Ginanneschi,,1h 20m,Faccia di lepre
102,5.8,--,Damiano Damiani,Damiano DamianiEnnio De Concini,After the death of his mother a man returns to his hometown Palermo in southern Italy in order to get hold of the legacy. Once there he is forced to participate in various crimes commited by the mafia.,1h 47m,Il sole buio
103,4.3,71%,Don Murphy,Don Murphy,"Bobby Parker is a poor kid from the wrong side of the tracks. He and his best friend are new to Oceana High and their presence is not welcome. James can't stand any outsider and he doesn't like someone who ""doesn't know his place"".",1h 35m,Monday Morning
104,7.1,--,Alex Cox,Lorenzo O'Brien,"Against his father's wishes, Pedro, a naive kid from Mexico City, joins the Federal Highway Patrol. His simple desire to do good rapidly comes into conflict with the reality of police work.",1h 44m,El patrullero
105,7.6,--,Felipe Aljure,Felipe AljureManuel AriasGuillermo Calle,"This is a dark comedy that takes place in an urban jungle, where everyone has to ensure their own survival. No one is evil, but everyone acts for their own benefit and without considering whether their actions hurt others. Former Sergeant Diogenes Hernandez owns Universal, a precarious private detective agency in the Centre of Bogotá, which is based in the same apartm... Read all",1h 50m,The People at Universal
106,--,--,Ulrich Rogalla,Ulrich HaydnHans Henry Jahnn,,1h 42m,Das gemordete Pferd
107,5.5,--,Ciro Cappellari,Ciro CappellariJorge Luis Ubertalli,Add a plot,1h 40m,Hijo del río
108,7.2,64%,Goran Paskaljevic,Gordan Mihic,"A boy who is helping lonely, elderly people revives their urge to live and receives in return their love and understanding, which have been denied to him by his parents.",1h 31m,Tango Argentino
109,5.8,--,António Campos,António CamposFerreira de Castro,"In the forties, in a little settlement lost amidst the mountains of Trás-os-Montes, Leonardo tries to survive by buying and selling marten and fox furs, dreaming of the day he'll close a big deal. His wife Ermelinda, the prettiest girl in the village, starts to work as a maid in the house of a man called Santiago, nicknamed American. His manners, charm and indirectly ... Read all",1h 40m,Terra Fria
110,--,--,Simon Reggiani,Simon Reggiani,"Actor and singer on the decline, Sergio, alcoholic, goes adrift. His son, Simon, undertakes to make a film with and on him, to try to bring him back to life, ""by force with others""",1h 35m,De force avec d'autres
111,2.6,--,Quirino Simões,Quirino SimõesFerreira de Castro,Add a plot,1h 30m,Eternidade
112,6.5,--,Haowei Wang,Chengsheng LiHaowei Wang,The life of low ranking government officials in old Beijing.,1h 41m,Li hun
113,--,--,Jixing Wang,Ge GengYajie HuErkang Zhao,An orphan grows up and becomes a successful and beloved politician.,--,Kuo's Story
114,5.2,38%,Sam Shepard,Sam Shepard,"Mad with grief after the death of his Kiowa wife, Talbot awaits death under a tree with her body beside him. She begins to haunt him because he won't burn her. His father, who bought him the wife, thinks her sister might reason with him.",1h 42m,Silent Tongue
115,7.0,83%,Juanma Bajo Ulloa,Juanma Bajo UlloaEduardo Bajo Ulloa,"A criminal, shoots and kills a painting restorer during a bungled burglary, and shoots her daughter as well. Twenty years later, the daughter has been left mute and with a mental age of a child, spending most of her time in a mental home.",1h 51m,The Dead Mother
116,7.5,--,Donatello DubiniFosco Dubini,Donatello DubiniFosco DubiniBarbara Marx,"In 1881 Ludwig of Bavaria goes on a cruise on a Swiss lake. He takes with him a famous actor, Josef Kainz, to act out the scenes from a story which took place on the lake, at the actual locations.",1h 30m,Ludwig 1881
117,6.5,13%,Sheldon Lettich,Sheldon LettichLuis Esteban,"Ex-Special Forces soldier Louis Stevens returns to Miami to find his former high school overrun by drugs and violence. A master of the Brazilian martial art, capoeira, Stevens pledges to straighten out a dozen of the school's worst students by teaching them this demanding and highly-disciplined fighting style. Slowly, his program begins to work, giving the students ne... Read all",1h 39m,Only the Strong
118,6.7,--,Paul Leduc,Jaime AvilésJosé Joaquín BlancoPaul Leduc,"A dancer who works in the seedy Salón Panamá falls in love with a smuggler who is followed by a corrupt policeman, when on December 20, 1989, the US army invades Panamá and thousands of innocent people are killed. Based on true facts.",1h 17m,Dollar Mambo
119,7.8,97%,Robert De Niro,Chazz Palminteri,"Robert De Niro and Chazz Palminteri give captivating performances in this intense drama about a boy torn between his tough, hard-working father and a violent yet charismatic crime boss.",2h 1m,A Bronx Tale
120,5.4,--,Nijole Adomenaite,Natalya ChepikTatyana Tolstaya,A slice of life among Russian intelligentsia on the eve of WWII. A haunting reminder of Stalin's psychotic purge of 1938 and the nightmarish German siege of Leningrad.,1h 25m,Dom na peske
121,7.3,--,Friðrik Þór Friðriksson,Friðrik Þór FriðrikssonEinar Guðmundsson,"Old Thorgeir must leave his home far off in the Icelandic 'countryside' and move into a home for senior citizens in Reykjavik. There he meets an old friend from his childhood, Stella. Thorgeir soon becomes unhappy living there and together with Stella he steals a jeep. Together they leave the city for Stella's old home in northwestern Iceland. A drama who asks us: how... Read all",1h 22m,Börn náttúrunnar
