,IMDB,RT,Direccion,Guión,Argumento,Duración,Título
458,--,--,Brad Howe,Brad Howe,"It seemed like a normal halloween afternoon for high school sweethearts, Donny and Cassidy. Skipping school to follow an old local legend. But when unknown forces cause them both to disappear without a trace, it is up to Donny's older brother, Bryan, to follow the trail.",27m,The Devil's Throne
459,--,--,Zach Carver,Zach Carver,"A couple's long overdue, romantic dinner plans are foiled when they become entangled in an illegal, underground bullfight in the basement of their Manhattan luxury apartment building.",13m,Sin Matador
460,--,--,Donovan Alonso-Garcia,Donovan Alonso-Garcia,"Total blackout for Carole this morning. She wakes up in the middle of an entirely empty run down church.She is propelled in a strange situation, surrounded by strangers and later finds herself handcuffed by force to another stranger: Fayssal. Carole is about to live the worst day of her life. One of these days when the entire universe seems to hold it against you, wha... Read all",24m,Worst Case Scenario
461,--,--,Vitantonio Spinelli,Dustin FreelandAna EscorseKurt Teixeira,Add a plot,--,Eternal Life
462,7.5,--,Brian James Crewe,Marion Kerr,"On the eve of the liberation of Paris from Nazi occupation during World War Two, Juliet, a female American resistance member, risks her life by descending into the underground tunnels of Paris to deliver a secret message. However, a final deadly encounter with a pair of German deserters threatens to destroy the very thing she has been fighting for.",16m,Une Liberation
463,8.3,--,Louis Paxton,Louis Paxton,"Follows a recently bereaved old man who with the help of his grandson, becomes obsessed with ridding his life of a certain troublesome squirrel.",16m,Satan Has a Bushy Tail
464,6.7,--,Sarah Arnold,Sarah ArnoldAdrian Smith,"After completing her PHD thesis on The Unknown Soldier, Adele returns to her rural hometown to look after her grandfather. Like a modern-day Antigone, her grandfather is a rebellious writer who has secretly kept the remains of a soldier from World War I buried at the bottom of their garden.",29m,Totems
465,6.4,--,Paul Cabon,Paul Cabon,"A storm reaches the shores of Brittany. Natures drives crazy, two young scientists get caught up in the chaos. Espionage, romantic tensions and mysterious events clash with enthusiasm and randomness.",14m,Storm Hits Jacket
466,--,--,Miroslav KarelDanny Salay,--,Add a plot,--,Kaiser
467,--,--,Taylor Zann,Bernd Arnold,"Bernd Arnold, the iconic barefoot climber, has logged over 980 first ascents in his 67 years. Now facing the phase of decline, he reflects on the power of psyche in overcoming fear.",6m,Seele aus Stein
468,--,--,Marcella MoserMihai Wilson,Marcella MoserMihai Wilson,Add a plot,3m,Tide: The Paradox Effect
469,--,--,Anna Clary,Hanson AlfordAnna Clary,"Walter has just escaped prison and is currently trying to escape law enforcement while maintaining his friendship with Roger, who, little to Walter's knowledge, is a hit-man.",19m,No Longer Walter
470,--,--,Patrick Willems,Patrick Willems,A Moviegoer kills an annoying moviegoer.,--,Oscar Buzz
471,--,--,Yunhao Zhang,Yunhao Zhang,Add a plot,2m,The Hungry Buddhists
472,--,75%,Matthew Silva,Aniel RiosMatthew Silva,Add a plot,--,Final Descent
473,--,--,Matthew Silva,Aniel RiosMatthew Silva,Add a plot,--,Operation Pursuit
474,--,--,Maria Robles,Maria Robles,,--,Flamenco Dancer's Revenge
475,--,--,Aline GuimarãesDandara Guerra,Thalita CarautaAline GuimarãesAnna Righi,,--,Pele 1 Real
476,5.1,--,Mario Xavier,Mario Xavier,"Dr. Beck Jenkins, a Sharkologist, notices sharks acting strangely. He decides to investigate their behaviour, but something seems to suggest a World War Two science experiment may be involved.",6m,Nazi Sharks
477,--,--,Nikita Tretyak,Vitaly GrinevichNikita Tretyak,Add a plot,--,Beach Tusa - Saltushki!
478,--,--,Nikita Tretyak,Nikita Tretyak,Add a plot,--,Beach Tusa - Zakaznoy
479,9.6,--,Billy Louviere,Billy Louviere,"Recovering alcoholic Harry Lagman has been poisoned and the only thing that can keep him alive is booze. Aided by a new mysterious drinking buddy, Potato Dan, Harry sets out on the bender to end all benders and blazes a drunken, four-fisted quest for vengeance.",22m,The Last Long Lost Weekend
480,--,--,Andrew Jeffrey,Andrew Jeffrey,A late-night radio host obsessed with the paranormal receives a panicked phone call from a mysterious stranger claiming to have the answer to the ultimate question: are we alone?,15m,Paranormal Radio
481,--,--,Carlos Lorite,Carlos Lorite,"Based on the legend le wild bill hikock, his death around a game of poker, with the famous hand of the dead. The ace, 8, as, 8, has become a famous hand of this exciting card game.",4m,Dead Man Hand
482,--,--,Andrew Walton,Andrew Walton,"A group of specialist agents, embark on a mission to rescue a group of physicists and stop a bomb.",6m,Cooper & Co
483,5.6,--,David Vyle Levy,Hatem BenabdallahDavid Vyle Levy,"On a post-apocalyptic Earth, Leila Dawn (Natalie Floyd), is the only human survivor. Raised by Robots after humanity abandoned the planet they destroyed with nuclear warfare, Leila cannot forget her parents nor ignore her yearning to find other organic life. A hunt she sets out on with Swat Team robot, Marker (Lex Cassar), leads Leila to discover a human disguised as ... Read all",17m,P.L.U.G.
484,--,--,Jordan Cann,Jordan Cann,"A Hip-Hop dancer, turned vampire sets out to end the evil reign of a vampire goddess in attempts to get his life back.",30m,Vampire's Rage
485,--,--,Oliver BeyerRyan Lakestream,Ryan LakestreamOliver Beyer,A young man has to save his pornstar ex-girlfriend from her evil manager who has kidnapped her. He has an unusual team of sidekicks to help him out.,16m,Money Shooters
486,--,--,Ethan Thomas,Ethan Thomas,"Following a botched robbery, hard-man Wolf goes into an alcohol fuelled hermitude. When he meets neighbour and general loud-mouth James he sees a chance for societal redemption, but James is carrying a whole lot of baggage of his own.",18m,Wolf
487,7.0,--,Roman KälinFalko PaeperFlorian Wittmann,Roman KälinFalko PaeperFlorian Wittmann,"The deterioration of one is the foundation of another one's life. The world with it`s never-ending interplay of eating and being eaten, takes on new dimensions when the unexpected forces of nature clash with the existing structures of our civilization. What was meant for eternity, melts away in seconds. The only constant is change.",5m,Wrapped
488,6.8,--,Alvaro Ron,Valentina PozzoliAlvaro RonClara Viola,"Sarah, a nerdy teenager, needs her mom's new car to go on a date with the boy she likes, but her mom won't let her drive the vehicle. She decides to steal it and go on her date, but something unexpected happens with the car that will change Sarah's life forever...",8m,The Red Thunder
489,9.0,--,Dami Onifade,Raghav MuraliDami OnifadeKerry Joo,"A story of faith, fear, and loyalty, centering on a college student assuming the role of a corrections officer for a study on life in prison.",28m,Least Among Brethren
490,6.1,--,Emma Dark,Emma DarkRichard HumphriesMerlyn Roberts,Renegade vampire assassin Eva has escaped from a secret bio-research compound. Hell bent on revenge she learns a terrible secret that may force her to unite with the devil she knows in order to defeat the greatest of all evils.,13m,Seize the Night
491,7.3,--,Tom Marshall,Tom Marshall,Alan (Johnny Vegas) searches for answers in all the wrong places and this time he thinks he's found them...on the internet in the form of a highly trained deadly assassin. But he's about to learn the true price of entering the 'dark_net'.,13m,Dark_Net
492,3.2,--,Ken Ochiai,Ken Ochiai,"An overweight exchange student with no friends decides to join the sumo team at a Japanese university. But to ensure his spot, he must stand up to the team leader and face him in an ultimate sumo match. Can he embrace the spirit of sumo or will he be cast out and friendless once again?",25m,Sumo Road
493,--,--,Cullen Cook III,Cullen Cook IIIRaymond GwynnLeroy Nguyen,"A down-and-out amateur boxer (Cullen Cook III) is having problems with his girlfriend (DeShawna Phillips). When things reach a boiling point and luck has run out, the boxer's past begins to catch up with him.",14m,The Exit Wound
494,--,--,Michelle Muldoon,Michelle Muldoon,An exhausted female professional deals with an early morning distraction in her own unique way.,3m,Chaos Management
495,--,--,Kenyon Jigsaw Pruitt,Dirk Allen,This action-packed drama filled thriller will have you on the edge of your seat until the end. There's a cop killer loose in the city of Detroit with so many suspects no one knows who to trust so when the truth is revealed you will all be in shock.,--,Ten Zero Zero
496,--,--,Jack Klink,Derrick ChildersJack Klink,"""Lapse"" explores the mind of Alex who is struggling with hallucinations and ""time jumps."" Sessions with his therapist don't lead him towards the answers he is seeking. His struggles escalate him into situations he never anticipated. 5 days of scriptwriting, 2 intense days of shooting, and 3 days of editing.",13m,Lapse
497,--,--,Gabriele Fabbro,Gabriele Fabbro,A terrified young man tries to save his lover from a serial killer.,3m,Drops
498,--,--,Sewi Ryu,Sewi Ryu,,--,Home Within A Storm
499,--,--,Jonah Henrickson,Kyle HallerJonah Henrickson,Add a plot,--,Rocket
500,6.0,--,Marzia Ciacci,Marzia Ciacci,"In the gritty and groovy Los Angeles of the 70's, three women react to physical and mental abuse in their own personal way.",22m,Summer's Babes
501,7.5,--,Mariusz Scislowicz,Mariusz Scislowicz,"A warrior is hired to track down and assassinate a group of thugs, in order to free a hostage from the hands of kidnappers.",--,Assassin
502,7.6,--,Khris Burton,Khris Burton,"Marc and Julia just found each other, yet they already have to say good bye...",1m,Maybe Another Time
503,--,--,N.R. Grabe,N.R. GrabeMike Zawacki,,26m,The Making of 'The Wars of Other Men'
504,8.9,14%,Jake Thomas Armbruster,Jake Thomas Armbruster,"A godly man has everything taken from him, left questioning his faith and integrity, retaliation seems to be the only way to ease the Animus.",12m,Animus
505,--,40%,Maetrix Fitten,Maetrix FittenChristie Taylor,"Against breathtaking terrain and harsh conditions, this micro-budgeted silent short follows a lone wanderer who finds refuge with a widow in the mountains, and through and unforeseen danger discovers the inner warrior within.",15m,Askari
506,--,--,Jonah ZeigerKimberly Harwood,Kimberly HarwoodJonah Zeiger,"When Harry Scribner writes himself into a prison of his own imagination, only his fictional characters can break him out.",12m,The Art Police
507,--,--,Debora Roventini,Rob Robinson,The only thing bigger than their love is like the whole damn universe!,16m,Love in the Time of Blasters
508,--,--,Dominic Sawicki,Dominic Sawicki,Add a plot,12m,Deadzone: Energy Shielding Action
509,8.8,74%,Sean Buckley,Sean Buckley,"Polar Bear pursues an act of violence as it ricochets through time. From Aaron as a young boy first encountering the bear, to ten years on, where his own rage finally explodes. Then over four more years on, a now young adult Aaron encounters Lea, both bound to and haunted by the same ghost of violence.",18m,Polar Bear
510,8.1,--,Joe Hitchcock,Joe Hitchcock,"A gun-loving woman aspires to cook breakfast for the man handcuffed to her bed, but first she has to stop a wild chicken from destroying everything.",9m,Stick to Your Gun
511,4.8,--,Cato Manuel Lizaraso Ekrene,Cato Manuel Lizaraso Ekrene,Chasing a drug addict has consequences. Run is Winner of Hollywood International Moving Pictures Film festival April 2016,12m,Run
512,8.5,--,Nico Raineau,Nico Raineau,"Trapped in a seedy and illegal fight club, one woman's only chance for escape is a gruesome brawl against the one person she refuses to harm.",9m,Brix and the Bitch
513,--,--,Andre Douglas,Andre Douglas,Add a plot,35m,Raven Pharaoh: City of Assassins
514,6.3,--,Adam DavisWill Corona Pilgrim,Adam DavisWill Corona Pilgrim,The most important rule. No Touching.,13m,No Touching
515,9.2,100%,Andrew Di Pardo,Andrew Di Pardo,"Who can you trust when your friends, family & loved ones turn on you? Revenge lingers through the Italian Mafia as they have a mole from within. Marcello, the don, turns to his two most trusted members to track him down.",9m,Under The Gun
516,5.2,--,Mark Vizcarra,Mark Vizcarra,"The Flying Greek tells the remarkable journey of an immigrant's bond with his newly adopted country and his dream to fly. Little did he know such a passion could be so lethal.""",12m,The Flying Greek
517,7.5,--,Fisnik Maxville,Fisnik Maxville,"To escape from a lack of perspective in Kosovo, Hana decides to resort to the services of Emir, an illegal smuggler in Serbia that will drive her to Hungary. On the way, complications arise as Emir's unscrupulous associates try to take advantage of Hana's vulnerability. In the midst of the frozen winter, Hana's courage and determination and Emir's principles and belie... Read all",29m,Lost Exile
518,--,--,Hiroshi Azuma,Hiroshi Azuma,"Chinese solider and Japanese solider are stuck in the room, they fight to get out the room.",13m,The Battle
519,--,84%,Christopher Baum,Christopher Baum,A contract killer murders his partner's attractive new girlfriend after believing they have ties to his brother's death.,5m,Villains
520,--,--,Max FrancoPedro Maccarone,Max FrancoPedro Maccarone,,--,Wow 2
521,--,--,Damien Kazan,Damien Kazan,One afternoon of a French cop abroad with his Hispanic partner.,13m,In da Street
522,--,--,Dave Moyle,Dave Moyle,Add a plot,12m,The Next Hit: First Endeavour
523,--,--,Britt Sheflin,Britt Sheflin,"An homage to 1970's Hong Kong cinema. Cat Toe battles her evil foe, Long Fang, over control of 'The Secret Knowledge' that belongs to the ancient order of The Gold Masks.",5m,Enter Long Fang
524,6.5,--,Sanjay F. Sharma,Sanjay F. Sharma,"Set in a near future where Earth has been turned into a planetary ghetto by an alien species (informally called the 'Boogeys'), our story follows Jack Dawkins, a former-cop-turned-pickpocket as he tracks down a missing child about to be sold to an alien overlord. The encounter will determine the fate of the child's life, and Dawkins' redemption from the failures of hi... Read all",15m,The Boogeys
525,8.9,--,Samuel Jacob Pauling,Samuel Jacob Pauling,"Two brothers are forced to survive after the collapse of society, which leads them to a divine connection.",35m,Hardland
526,--,--,Louis A. Moore,J. Michael Neal,"Tales From Shaolin reinterprets the works of the Wu Tang Clan as a Shakespeare-meets-Tarantino, crime-filled action comedy. Part One: ""Shakey Dog"" stars Stephen Hill as narrator ""Ghost"" and Dominique Spencer as the quiet yet eager Frank in this tale of a stick up gone wrong.",--,Tales from Shaolin Pt One Shakey Dog
527,8.0,--,Celestino Marina,Celestino Marina,Tough and fearless Xotchi leads her dinosaur friends on an impromptu aerial rescue mission.,3m,The Girl from Dinosaur Island
528,7.3,--,Lewis T. Powell,Lewis T. Powell,"Walter ""Posey"" Foddrell, shares one of his memoirs of the historically secret band of vigilante civil rights soldiers known as the Padlock Men. The movement will never be the same.",17m,Padlock Men
529,8.3,--,Olivier Hero Dressen,Olivier Hero DressenMichael KoltesSam Mizrany,A man wakes up bruised and bloodied in a large city with no memory. As he begins to discover what happened to him the story takes a violent turn into the unexpected as he begins to discover who he really is.,15m,The Passport
530,--,100%,Morgan Savill,Haaris Qureshi,"M has been tasked with safeguarding an object of importance. It's a simple task, but when he's compromised, he has to fight his way out.",8m,Immersion
531,6.8,--,Kelcey Coe,Kelcey Coe,"Filled with scantily-clad cage girls in horror and anime costumes drenched in sweat and blood, models fight to the death, landing the ruthless and merciless survivor a multi-million-dollar contract with an international modeling agency.",--,Girlfight: Fight Like a Girl - An Ohio Model Massacre
532,--,--,James AtkinsKris Atkins,James AtkinsKris Atkins,"Kevin is summoned by Wolfgang to train as a wizard and fight the forces of darkness that consume Aoteroa, but it is his inner demons that prove to be the greater foe.",20m,You're a Wizard Kevin
533,6.7,--,David Vergés,Guillermo TatoDavid Vergés,Add a plot,11m,Black Label
534,--,--,Patience OkhuofuPatience 'Ovo Okhuofu,Patience 'Ovo Okhuofu,"Idia, first female warrior who defied tradition in a society known for its male chauvinistic values.",19m,IDIA: The Idah War
535,--,--,Graham Abraham,Graham Abraham,The NYPD police officer Alfred confronts an armed robber named Christopher and his sidekick Eric. Christopher is planning to ambush and rob those who visit banks.,8m,The Hero of Brooklyn
536,--,--,Bruce Wabbit,Bruce Wabbit,A former MMA fighter struggles with his life after being a professional athlete.,16m,Just to be Frank
537,--,--,Graham Abraham,Graham Abraham,"A Russian sleeper agent named Boris is spying on the American government and sending secrets to Russia, causing the FBI to search for the Russian spy and arrest him.",8m,Government Secrets
538,--,--,Max Kleinman,Miriam MacipNathan Streifel,"After a long journey through the harsh desert, a young woman finds herself suddenly alone, and in the enemy's sights.",5m,Crossing: 2036
539,--,--,Chris LodgeMariusz OplawskiTomasz Oplawski,Chris Lodge,,3m,Prypiat 1986
540,6.0,--,Nesrin Bachir,Christian Skibinski,"In the year 1500 AD. A monk mets a peasant in the forest, who is relentlessly pursued by a knight. The peasant begs the monk for help to lead him out of the woods. The odd couple forms an alliance and a dangerous journey into the closest city begins, that seems to promise shelter for them.",15m,The Mandrake and the Sword
541,6.5,--,Melanie Aitkenhead,Timothy Durham,"Maggie becomes a strong and ruthless member of the all-female Dark Moon gang led by the merciless Trigga, and the all-female motorcycle gang look after each other as they patrol the streets in the small town.",18m,Blood Ride
542,--,--,Rowan Pullen,Rowan Pullen,"The Arc is an ancient power that can restore life, it has been lost in the cosmos for over a thousand years, now it has found its way in orbit of the solar system and headed toward planet Earth. An ancient civilisation known as the Exalipsi are a dying race and all hope of existence lies in the hands of an elite Raider (Bounty Hunter) sent on a special mission to retr... Read all",20m,Arc Raider
543,--,--,Gabríel Elí Jóhannsson,Brynjar Leó HreiðarssonGabríel Elí Jóhannsson,Fúsi is a teenager who wants a change in his repetitive life. Trouble comes however when things don't go to plan.,20m,Fastir í Fyrsta Gír
544,--,--,Valeria Jiménez,Valeria Jiménez,"Jealousy leads a man to commit a horrible crime. Years later, while enjoying his new life, a mysterious character start to stalk him",20m,Conejo
545,--,13%,Pau Han Kho,Pau Han Kho,STEAM is full of martial arts and steampunk. A locomotive mechanic gets entangled in a conflict with his former gang members. He tries to fight himself out of this.,--,STEAM
546,9.2,79%,Vigiel Bose,Vigiel BoseSujil Chandra Bose,"This movie weaves together the struggles of a former undercover agent, Michael Williams in shaking off the demons from his traumatic past with the help of a passionate psychiatrist, Dr. Olivia Thomas. FALL provides a brief peek into the state of a disturbed mind with glimpses of vivid illusionary experiences.",21m,Fall
547,7.8,82%,Michael J. MurphyNik Shaw,Scott ErikssonNik Shaw,"Two years have passed since the CCG's raid on Anteiku. Although the atmosphere in Tokyo has changed drastically due to the increased influence of the CCG, ghouls continue to pose a problem as they have begun taking caution, especially the terrorist organization Aogiri Tree, who acknowledge the CCG's growing threat to their existence. The creation of a special team, kn... Read all",14m,Tokyo Ghoul
548,--,--,Thomas Frick,Thomas Frick,"After the loss of her brother, Detective Maria Gonzalez is determined to uncover the mystery behind his murder. When she realizes the case is corrupted by the department, she calls upon a reluctant former partner to help her find the one responsible.",36m,Cold Dawn
549,--,--,Sofia Castro,Sofia Castro,"Inspired by Monterroso's Maids, this short film combining fiction and screendance presents a maid ballerina embodying the voices of two stock radio drama lovers who plan to murder her with their own hands.On a theatrical setting and in one circular travelling shot, objectivity becomes biased as the body struggles to expose all that is incorporeal, and the question ari... Read all",6m,Maids
550,7.8,--,Jonathan DelerueGuillaume Enard,Jonathan DelerueGuillaume Enard,"Once a ruthless war lord who won his land by his sword, Mort-Lieu is now a sick old man. A mysterious knight appears ; Mort-Lieu believes the stranger is Death himself coming to get him. Facing his own end, Mort-Lieu has to confront his legacy.",20m,Par le sang
551,7.3,--,Pierre PerifelJP SansLiron Topaz,Liron TopazPierre PerifelJP Sans,"Set in the Australian outback, 'Bilby' follows the desert-dwelling marsupial Perry through the trials and tribulations of ""parenthood"" after he saves a defenseless chick from predators and inadvertently becomes her protector.",8m,Bilby
552,--,--,Patrick Taillon,Patrick Taillon,Add a plot,--,Last Caress
553,--,--,Xavier HaleErrol Parker II,Xavier HaleErrol Parker II,Two roommates have a disagreement about a Skillet,3m,Skillet
554,--,--,Lilton Stewart III,Kate ThurkleKatherine M Tucker,Add a plot,--,Closet Case
555,--,--,Marques Pardue,Marques Pardue,"Mandatorily discharged from the Marines, James returns home to his ailing wife and an unfamiliar America. With a new wave of radical ideologies and the first female President - James quickly learns this is not the same country he fought for and must take up arms against what he once swore to protect.",6m,The Betrayed
556,8.6,--,Noptira Phaungkhieo,Noptira Phaungkhieo,"after the killing his parents, the boy want to be the famous serial killer likes the other killers.",5m,Coming of Age
557,--,--,Xin Liu,Xin Liu,,11m,The Keyboard Warrior
558,--,60%,Thomas John Jones,Thomas John Jones,A wild night out ends in Johnathan waking up to a whole new world. He has joined the hunt and is now the hunted.,10m,Hunted
559,--,--,Gérard Foucher,Genti Kame,,--,Adam et Annie
560,--,--,Alexandra Murrietta,Alexandra Murrietta,Mila soon realizes that this is no ordinary pizza delivery and finds herself in a tough situation. 'To flee or not to flee?' That is the question. Special delivery...Gratuity not included.,21m,The Imperfect Seduction
561,4.2,--,JoJuan Johnson,Brendan BarneyJoJuan JohnsonJonarazzii,"Dylan hopes to enjoy his summer vacation with his best friends, but his friends have all gone to summer camp or with their family, when suddenly a mysterious purple circle appears in the sky of GoAnimate City.",40m,Dylan 3: School's Out
562,--,--,Joan Ramon Viñas,Joan Ramon Viñas,"Lasaña13, a small-scale gang member, hears a rumor in his city (Sarda City) about a large and important cargo of mandanga. And like any self-respecting gang member, his goal is to be the first to put his hands on it.",--,Lasaña13: Historias de Sarda City - Mandanga a las 4:20
563,--,--,Liam J.M. Wilson,Liam J.M. Wilson,"The world is a barren wasteland. Survivors strive to gain access to the City of Utopia. To enter this safe haven, one must first amass credits to prove their worth, credits that can only be collected from a very deadly foe.",10m,The Utopia Trial
564,--,--,Lukas Gerhards,Lukas GerhardsSamuel Häseler,"Finally, the Filmstudio cinema shows how the decisions on the movie program are made. The whole truth on film.",3m,Programmkonferenz
565,--,--,Gabriel Kahane,Gabriel Kahane,"We so often look away; but more often than not, we watch.",4m,The Game
566,--,21%,Tina Zimmer,Tina Zimmer,Sasha is a vigilante and has been avoiding the truth with those closest to her; while burning the candle at both ends.,29m,Valor
567,--,--,Stanislav Shelestov,Stanislav Shelestov,Two guys decide to become bloggers. In order to get views and likes they take some experimental military pills which deprive them of any sense of pain. But it goes too far.,8m,Like.Share.Repost.
568,9.1,--,Stefan Chapovskiy,Stefan Chapovskiy,"1984, a team of rangers on a punitive expedition in Colombia jungle gets abducted by aliens. During the experiment, conducted on the space station, humans are forced to pass deadly tests, competing with warriors from other worlds.",--,War Gene
569,--,--,Donny Callahan,Donny CallahanJames R Compton Jr.Kevin Eaton,Add a plot,--,Evade short film
570,--,--,André Mileti,André Mileti,The hero of a terrible action film realizes he's fictional and tries to escape with the help of a mysterious filmmaker.,12m,Vanity Project
571,--,--,Danny Zanelotti,Danny Zanelotti,"He's a guy in a bad situation, and he's just trying to get out alive.",17m,Gambler
572,6.4,33%,Chela Drake,Chela Drake,"When a dangerous assassin decides he wants out of his guild after discovering the identity of a former target, things get ugly and his only purpose becomes living long enough to bring one last piece of the life he stole home.",--,Repentance
573,--,--,Daniel Norris Webb,Kevin FernandezDaniel Norris Webb,"When James brings his fathers pistol to the gang's after school hideout, a typical day turns into something much darker.",7m,Ready.Fire.Aim
574,--,--,Aileen Sheedy,Maren CurtisKevin Swanson,"After a failed attempt to reconnect, a gamer's frustrated wife decides to build him a game of her own with real-life stakes.",--,The Legend of Stella
575,--,--,Ryan Rosenblum,Ryan Rosenblum,"Pursued by the FBI, a team of the world's most dangerous women model their vigilante crimes on the seven deadly sins.",--,Satan's Seven
576,--,--,Kris Atkins,Kris Atkins,A young couple search for a reasonably sized flat at an affordable price. within a difficult Auckland renting market.,--,Renters
577,7.8,--,Michael Risley,Michael Risley,An Albanian boy accidentally releases a turkey and must get it back in time for New Year's Eve dinner.,10m,The Last Supper
578,--,--,Kaylyn WilsonZachary Wilkerson,Kaylyn Wilson,"Four starry eyed high school seniors make a fatal decision when they choose to drink at a roaring house party. Little do they know, the implications of that night would mean the sacrifice of college dreams and tragedy for an innocent mother and her son.",--,Memorial Shattered Dreams
579,8.6,--,Rocky Rupkumar Patra,Rajkumar Patra,"A shooting team came to a infamous jungle called 'labanyadihi' to shoot their a forest fiction documentary, Despite knowing that there is a crazy murderer who killed many peoples who come to jungle before.",38m,Aranye Maniac Killer Mystery: In The Forest
580,--,14%,Charlie Solis,Charlie Solis,A young man has video evidence of something that will change the world.,5m,Full Disclosure
581,6.9,--,Mathias ChelebourgEric Darnell,Eric Darnell,"Baba Yaga is a witch in the enchanted Forest. When the viewer's mother, the Chief, falls ill, it is up to them and their sister Magda to enter the forbidden rainforest, uncover its hidden mysteries and get the cure from Baba Yaga.",--,Baba Yaga
582,9.2,--,Cliff Graham,Cliff Graham,"And then there was Shamgar, son of Anath, who killed six hundred Philistines with an Oxgoad.",23m,Hold the Pass
583,5.9,--,Hui-Yu Su,Ching ChenHsin-Hung ChenWei-hsi Li,"In the early 1980s before the lifting of martial law, numerous so-called female revenge / exploitation films were produced in Taiwan. The 2020 version is based on the old genre to recreate a fantasy of bloody revenge.",17m,The Women's Revenge
584,--,--,Joshua B. Alexander,Joshua B. Alexander,"Rafael and Demicardo are two brothers, who are apart of a Latino mob family in the business of fencing stolen items. Melanie Santos, who was once Rafael's handler is caught after two years of hiding, after her devastating betrayal. Rafael and Demicardo take a trip in the woods to ""bury"" an old grievance with Melanie.",15m,The Guerra Brothers
585,7.4,--,Davide Grisolia,Davide GrisoliaRick Pfeiffer,"Earth: 65 Million Years ago. The evil Argor Zordak visit the blue Planet searching after animals for his evil experiments. Planet Earth today: A Group of Students, Eva Melas , Anna S. Madres and Tour Guide Biff Wilson follows Joseph Miles into the Cave, but you will not believe what they found.",36m,Bad Rap Rising
586,--,67%,Zac Fudge,Zac FudgeOlivier Lunardi,A seasoned operative is called in to retrieve an asset on a particularly emotional day off.,--,Extraction
587,--,--,--,--,--,--,Cars and Coffee Movie
588,--,--,Jenny Gärtner,Jenny Gärtner,Add a plot,--,Aimbot
589,--,--,Justin Mireku,Justin Mireku,Add a plot,--,Code Black: The Journey
590,--,--,--,--,It continues nearly six years later.,--,Untitled 2nd Epic Nerf Battle Project
591,--,--,Fouad Hajji,Fouad Hajji,Add a plot,--,Order of Khan
592,--,--,Faton Millanaj,Faton Millanaj,Add a plot,--,Roulette
593,--,--,Jenifer Yeuroukis,Jenifer Yeuroukis,Add a plot,10m,Blessing
594,--,--,--,--,"The Dark and Gothic City Known as ""Gotham City"" has been under attack by aliens and the caped crusader and other heroes need help to stop this evil, and solve whom it may be.",--,Pixel Batman: Enter The Phantom Zone
595,--,--,Sedrick Amar II,Sedrick Amar IIMatt GouldDan Zand,A Director kidnaps a Writer to make the perfect movie.,--,Blood on the Screenplay
596,7.9,--,Richard de Carvalho,Erik MagnussonRichard de Carvalho,"On the trail of a crashed Imperial Shuttle, two bounty hunters collide over a valuable cargo, only to discover they're not the only hired guns around.",18m,A Blaster in the Right Hands: A Star Wars Story
597,7.9,--,Marcos de la Rosa,Marcos de la Rosa,,9m,Vagabond
598,--,--,Jon Mancinetti,Jon Mancinetti,Anyone can be a hero in their brother's eyes.,25m,Super Bois
599,--,--,Fran Tremiño,Fran Tremiño,,--,Resarcimiento
600,--,--,Christopher Hayden,Christopher HaydenDerik Smith,"Celestial Fury is a Power Rangers fan-film,",32m,Celestial Fury
601,--,--,Renaldo Everett,Renaldo Everett,"A computer scientist works hard to develop new cyber security software. As complications occur, she learns her boyfriend is a notorious computer hacker.",--,Trina Foxx Raised in America
602,--,--,Shervah Marcus,Teresa Nash,A seeker of ultimate truth fights her own demons along the journey to enlightenment.,12m,Satori
603,--,--,Gleig de Souza,Gleig de Souza,Add a plot,16m,"Eu, Poesia pra Quem?"
604,--,--,Alex Dashwood,Alex DashwoodNaomi AshCaleb Green,"After attempting to sell cookies on their turf, two teenagers find themselves in a battle against the League of Girl Scouts, a group of evil capitalistic preteens who are highly skilled in combat.",10m,Girl Scout Cookies
605,--,--,Nicolas A. V O,Edward RodriguezNicolas A. V O,,15m,The Potato Chip Shortage
606,--,--,Joseph Guinan,Joseph Guinan,"Elvis being Stalked again for real, based on True Events... A beautiful Japan girl in CHINA falls in LOVE with Elvis on the internet. Not having enough money to travel to USA - Hollywood, California, Miss Igetu Soun sneaks into someones suitcase at the airport and arrives at LAX. Miss Igetu Soun Stalks ELVIS College at LOS ANGELES CITY COLLEGE and hounds down students... Read all",--,Stalking Elvis
607,--,--,Mark CornwellTony Campbell,Mark CornwellHenry Esdon,"The story follows two life long friends who reminisce about the old days. Flashback to the young soldiers who have broken away from their regiment. As they are lost they try to lay low and out of danger, and keep spirits high to pass the time before met with an unexpected situation.",--,Last Boat to Dover
608,--,--,--,--,--,--,--
609,--,--,Faton Millanaj,Faton MillanajCj Price,Add a plot,--,Under the Eagle
610,--,--,--,--,,28m,The Lego Batman and Spider-Man Movie
611,--,--,Felix Niklas Malms,Johnny Rome,"A lonely scout leader, who's tricked a group of misfits into going on a pioneering mission for two years to escape his recent trauma, finds his perfect world threatened by the resurgence of someone from one of his troop member's past.",--,Scout's Honour
612,8.8,--,Mark Wooldridge,Mark Wooldridge,"Set in the near future, Earth's resources are gone and humanity fight for survival. Myles, a young self-centered man, must journey to find Sanctuary with a youthful ally named Tessa. While the shadow of the cruel Cyrus creeps ever closer to Myles - and his past.",--,Incognito
613,--,--,--,--,--,--,--
