,IMDB,RT,Direccion,Guión,Argumento,Duración,Título
178,4.8,--,Dimitris Giatzouzakis,Dimitris Giatzouzakis,"In a frantic mid-1990s Athens, a methodical frotteur balances dangerously between reality and dream; desire and compulsion; obsession and fantasy in the crammed means of public transportation, where he can have any woman he desires.",1h 36m,Mi mou aptou
179,7.1,--,M. David Melvin,M. David Melvin,"Seven high school graduates set out into the Southern California wilderness on a church sponsored survival program, designed to instill ""character, self-confidence and religious conviction."" A series of hilarious disasters leaves them without food, shelter and adult supervision. Their aimless wandering is captured on film by an equally clueless, wannabe ""edgy"" documen... Read all",1h 38m,Walkabout
180,6.6,--,Djibril Diop Mambéty,Djibril Diop Mambéty,"A broke and dopey musician, constantly harassed by his exasperated landlady, glues his lottery ticket to his door and when it turns out to be a winner must carry his door to the lottery office.",46m,Le franc
181,6.3,--,Joan GràciaPaco MirCarles Sans,Joan GràciaPaco MirCarles Sans,"The three sons of a hotel owner want to bring their Palace-Hotel back to the glamour of former times. But an official in charge of health in the department of hostelery wants to close the hotel down. This film is without words as it is usual for Tricicle, a Spanish group of comediants.",1h 30m,Palace
182,3.2,--,Cynthia Roberts,Cynthia RobertsGreg Klymkiw,"A bisexual female pornographer searches for sexual and economic independence in a male-dominated industry. But most of all, the girl just wants to have fun.",1h 34m,Bubbles Galore
183,5.2,--,Denis Langlois,Bertrand LachanceDenis Langlois,"L'ESCORTE is a comedy of manners where cynicism and false naiveté mingle in a bittersweet study of love, lies and friendship in the age of AIDS. Amid the laughter and the tears, the hustle and bustle of life goes on.",1h 32m,L'escorte
184,4.8,--,Jean-Patrick Lebel,Robert BozziJean-Patrick Lebel,Add a plot,1h 30m,Calino Maneige
185,5.6,36%,Felix O. Adlon,Laura SlakeyFelix O. Adlon,"Daniel, Sam(antha), and Peter are three old friends living together in a Los Angeles loft. Being gifted with a great cooking skill and good looks, Daniel uses his talent to bring home one beauty after another. As he gives public cooking lessons, there is enough female supply for his wishes. One day, a TV producer takes part in one of his courses and watches him work; ... Read all",1h 33m,Eat Your Heart Out
186,7.3,73%,Woody Allen,Woody Allen,"Suffering from writer's block and eagerly awaiting his writing award, Harry Block remembers events from his past and scenes from his best-selling books as characters, real and fictional, come back to haunt him.",1h 36m,Deconstructing Harry
187,7.6,87%,Rob Sitch,Santo CilauroTom GleisnerJane Kennedy,"A working-class family from Melbourne, Australia fights city hall after being told they must vacate their beloved family home to allow for infrastructural expansion.",1h 25m,The Castle
188,6.0,20%,Michael Davis,Michael Davis,"Peter loves his next door neighbour Erica and, on the advice of his grandfather, decides to camp out on her front lawn for the entire summer, or until she agrees to go out with him. His father is none too happy about the idea and refuses to let his son back in the house, even to get a change of clothes. Peter's friend, Matt, thinks Peter should give up on women (like ... Read all",1h 32m,Eight Days a Week
189,7.1,89%,Neil LaBute,Neil LaBute,"Two business executives--one an avowed misogynist, the other recently emotionally wounded by his love interest--set out to exact revenge on the female gender by seeking out the most innocent, uncorrupted girl they can find and ruining her life.",1h 37m,In the Company of Men
190,2.3,31%,Richard Gabai,Richard GabaiL.A. Maddox,"Watch your nose in the hallways, these guys can really kick. In this fight flick, the students of a kickboxing academy take on students from a rival school.",1h 24m,Kickboxing Academy
191,6.7,--,Will Geiger,Will Geiger,Bobby is dying of leukemia. Their friends kidnap him from the hospital and take him on a surfing trip to Mexico.,1h 46m,Ocean Tribe
192,5.8,--,Santiago Lorenzo,Santiago Lorenzo,"Palencia (Spain). Little Martin gets tired every day at school, which is making his life bitter. He feels embarrassed for his parents, Gema and Toribio, two lovers who always smile as if asking for forgiveness for everything and who ignore the drama that their poor son suffers every day in class.",1h 27m,Mamá es boba
193,7.3,--,Adama Drabo,Adama DraboMarion KellerLéopold Togo,"A group of woman in an African village finds a mystical mask. Using the mask, they reverse gender roles, women act like men, and men act like women.",1h 42m,Skirt Power
194,4.7,--,Tony Spiridakis,Tony SpiridakisShem Bitterman,"In Hollywood it's all about who you know, and the only person two friends know is a serial killer.",1h 25m,Tinseltown
195,5.0,0%,Adam Park,Adam Park,"Elizabeth, a vet assistant, falls for Max, who brings in an abused dog. His jealousy burdens their relationship as does talk of marriage. Lena wants Max and she schemes.",1h 33m,Wishful Thinking
196,7.1,89%,Hal Hartley,Hal Hartley,"An introverted garbageman writes his thoughts in a notebook after Henry Fool, writer and ex-con, rents the basement and gives him a notebook and the idea. He writes poetry and Henry helps him along.",2h 17m,Henry Fool
197,4.8,24%,Fred Gerber,Paul Bernbaum,"After the death of the elderly owner of a summer camp for kids, his son-in-law plans to close it and build a luxury adult summer resort. However, the manager's friend, Harry ""Rent A Kid"" Haber, has an idea about how to save the kids' camp.",1h 35m,Family Plan
198,5.5,55%,Darren Stein,Catherine EadsDarren Stein,"Melba is a Californian trailer-park girl who is said to look for three kings by a phone psychic, and.",1h 36m,Sparkler
199,6.9,--,Rafi Pitts,Bahram BeyzaieRafi Pitts,"The fight for power in an isolated village. Two families have been enemies for so long they cannot even remember why. The only hope for peace between the feuding families is lost when an arranged marriage agreement is broken. Some days later, the groom, Karamat, returns with a brand new minibus. But a fierce competition for passengers break out when the bride, Mehrban... Read all",1h 20m,Fasl-e panjom
200,6.2,--,Frank A. Caruso,Frank A. Caruso,"An adman, his lover and a shady developer are subject to the desires of a wily beauty.",1h 36m,No Angel
201,3.9,--,Ralph E. Portillo,Jalee Bailey,"When Clancy (Westley Scott) has a major problem with the mob because he can't pay a gambling debt, his friends help him out. Brittany (Tammy Parks), Megan (Ashlie Rhey) and Heather (Andrea Suzzane) pull together their friends to re-decorate an old building and make plans to have a wet tee-shirt contest. They have problems with parents, permits and pushy collectors, bu... Read all",1h 26m,Bare Exposure
202,4.2,--,Michael Paul Girard,Michael Paul Girard,How can anyone expect a fair divorce case when all the lawyers are out to do a little hanky-panky on their own?,1h 23m,Divorce Law
203,5.9,--,William T. Bolson,Joan Carr-Wiggin,"Daniel is in danger of losing his inn after another more modern establishment opens next door and steals his guests. He goes to the bank for a loan, but they tell him to hope for a miracle. Then a limo pulls up carrying the hottest rock star and biggest movie actress around. The two inns compete for these prestigious guests, Daniel trying to save his inn, the other ma... Read all",--,Sleeping with Strangers
204,4.2,15%,Doug Witkins,Doug Witkins,Several young adults live in a large house in the Hollywood Hills. They have affairs with each other and some neighbors while coming to terms with of the loss of a roommate who died while drunk under mysterious circumstances. A cache of stolen money complicates things even further.,1h 44m,No Ordinary Love
205,2.6,--,Kevin L. West,Kirk HunterKevin L. West,Inbred hillbillies trap various passersby at their World o Wool llama farm where an animal coroner is conducting genetic experiments which turn the animals into sex-starved toxic beasts. A new look at bad animal husbandry.,1h 19m,Barn of the Blood Llama
206,5.7,--,Rolfe Kanefsky,Rolfe KanefskyMilo Manara,"The ""Clicker,"" based upon the comic book of Milo Manara, falls (literally) into the hands of Linda and Ben who use it to save the Spa at which they work.",1h 18m,The Body Beautiful
207,3.2,23%,Sam Firstenberg,Kristina DubinRobert Redlin,A former secret agent finds a treasure map and decides to find the loot. But he is not the only one.,1h 30m,McCinsey's Island
208,7.7,13%,Nikita Mikhalkov,Nikita MikhalkovRustam IbragimbekovRospo Pallenberg,"At the turn of the century, a young Russian cadet falls in love with an American beauty, endangering his career and even their lives.",3h,The Barber of Siberia
209,6.2,11%,John Fortenberry,Steve KorenWill FerrellChris Kattan,"Two dim-witted brothers dream of owning their own dance club or at least getting into the coolest and most exclusive club in town, The Roxbury.",1h 22m,A Night at the Roxbury
210,6.0,19%,Pat Proft,Pat Proft,"Ryan Harrison is framed for murder and must prove himself innocent by finding a mysterious one-eyed, one-armed, one-legged man after escaping from a bus accident on the way to jail.",1h 27m,Wrongfully Accused
211,7.2,--,Enzo D'Alò,Enzo D'AlòUmberto MarinoLuis Sepúlveda,"A dying seagull entrusts her egg to a cat named Zorba, who promises three things: he won't eat the egg, he'll care for the egg, and he'll teach the baby seagull to fly.",1h 15m,La gabbianella e il gatto
212,6.3,52%,John Waters,John Waters,"A talented young photographer, who enjoys snapping photos of his satirical, perverted Baltimore neighborhood and his wacky family, gets dragged into a world of pretentious artists from New York City and finds newfound fame.",1h 27m,Pecker
213,4.5,21%,Richard Martin,Kevin DiCiccoPaul TamasyAaron Mendelsohn,Story of a golden retriever who can play football.,1h 30m,Air Bud: Golden Receiver
214,6.5,--,Doris Dörrie,Doris DörrieRolf BasedowRuth Stadler,German people having trouble with love and identity.,1h 57m,¿Bin ich schön?
215,7.5,91%,Lukas Moodysson,Lukas Moodysson,"Two teenage girls in small-town Sweden. Elin is beautiful, popular, and bored with life. Agnes is friendless, sad, and secretly in love with Elin.",1h 29m,Show Me Love
216,5.7,62%,Adam Weissman,Drew DaywaltDavid SchneiderMark Twain,"Tom Sawyer and his side-kick Chuck try to earn tokens for a community rec center. But you know Tom, he always has a trick or two up his sleeve.",1h 32m,The Modern Adventures of Tom Sawyer
217,4.3,0%,James David Pasternak,Laura Levine,A handsome devil meets a living angel.,1h 37m,One Hell of a Guy
218,4.9,--,Chris Grismer,Chris Grismer,"Martyn, an aging Toronto area college student with no degree yet to show for his so far ten years in college, has agreed to do an illegal job solely for the money: steal a rare book from Richard, an antiquarian. In the process, Martyn ends up accidentally killing Richard. Not knowing what to do about the dead body, Martyn decides to take it along with the book. He dro... Read all",1h 25m,Clutch
219,3.8,--,Steve Taylor,Roger Khristian JonesSteve Taylor,"Todd, a cyber geek, is forced to a party by his friends in order to get over a long term relationship.",1h 28m,Social Intercourse
220,5.1,--,Anatoly Eyramdzhan,Anatoly Eyramdzhan,"The protagonist, Arkady, is a middle-aged man, the whole meaning of whose existence is women. His studio apartment is a cozy place for dating and short romances. Suddenly, changes occur in a measured life as the son from his first marriage is transferred to a Moscow university and moves to live with his father. Arkady begins to teach Kohl the science of communication ... Read all",1h 14m,Babnik
221,6.9,--,Zulfikar Musakov,Rikhsivoy MukhamedzhanovZulfikar Musakov,"On the village called ""Communism"" wrecked alien ship, which was carrying an alien boy. Bazarbay Narmatov, the village foremost, accidentally finds a wounded and weakened alien boy, decides to help him and gives the name Abdullajan. Naive people of the village not knowing that boy was an alien took him for an illegitimate son of Bazarbay and witnessed some extraordinar... Read all",1h 29m,"Abdulladzhan, ili posvyashchaetsya Stivenu Spilbergu"
222,5.6,--,Anatoly Eyramdzhan,Anatoly Eyramdzhan,Add a plot,1h 11m,Novyy Odeon
223,--,--,A.G. Melkom,A.G. Melkom,"Comedy about desperate women, a diabetic in insulin shock, an Orthodontist, a TV actor and a kitchen cabinet installation man all held at gunpoint by a madmen.",1h 19m,Splinters
224,4.5,--,Anatoly Eyramdzhan,Anatoly Eyramdzhan,Add a plot,1h 22m,Zhenikh iz Mayami
225,6.2,--,David Maquiling,David Maquiling,"While riding the bus one day, night watchman Jack Crawford gets distracted by a beautiful girl and has his gun stolen. To get it back, he enlists the help of local wise guy, Eddie, and their search reveals the bizarre characters lurking in the strange underworld of a sleepy New Jersey suburb.",1h 28m,Too Much Sleep
226,5.9,17%,Daniel Pyne,John MankiewiczDaniel Pyne,"After making a 3-hour fiasco about New York City's water supply, a two-man film crew decides to take it up a notch by documenting life in the private investigator offices of ""Boone and Murphy"".",1h 37m,Where's Marlowe?
227,6.0,--,Antonio del Real,Fernando León de AranoaCarlos AsoreyAntonio del Real,"Lucia and Maria are two friends who share everything. Everything except Pablo, Maria's boyfriend. Lucia devises a plan to make Pablo her own while getting María a new boyfriend.",1h 49m,Cha Cha Cha
228,6.9,60%,Hiroshi Shimizu,Duncan,A young girl named Mitsuki receives a ticket for a bus tour from her uncle. The tour appears to be normal (expect that everyone appears to be quite somber) but Mitsuki learns its true purpose. All passengers and the tour manager have a suicide pact to send the bus over a cliff so the families can collect the insurance money.,1h 41m,Ikinai
229,5.9,29%,Will Gould,Charles LambertMatthew Read,"Once upon a time in the village of Kromer lived two beautiful young wolves. Cocksure Gabriel takes newcomer Seth under his paw and helps reconcile him to the vilification associated with being a wolf. They fall head-over-heels in puppy love, playing together around picturesque waterfalls, secluded woodlands, and moonlit lakes. One day a wicked old crone and her goofy ... Read all",1h 22m,The Wolves of Kromer
230,6.4,83%,Jule Gilfillan,Jule GilfillanPeter Shiao,"Leah is traveling the world when she eventually settles in Beijing, China, where she meets Master Sun Zhan, who teaches her the art of weiqi. Her path crosses with American Chinese Richard, whose family had sent him to Beijing to arrange his grandfather's ashes. A romance soon blossoms between them.",1h 40m,Restless
231,6.9,--,Jeff Terry Anderson,Jeff Terry AndersonDonny Terranova,Linc Wilcox returns home for his father's funeral only to find he's in love with his best friend's sister.,1h 34m,Triangle Square
232,6.7,--,Hishamuddin Rais,Hishamuddin Rais,"Two village youths decide to travel from their boring hometown of Jemapoh, Malaysia to England. One wants to see his favourite soccer team Manchester United while the other wants to meet his long-lost father. They drive a stolen red Volvo and hope that Manchester will pop up on the road map soon. Along the way they also pick up a girl who is being sexually harassed, a... Read all",--,Dari Jemapoh ke Manchestee
233,6.2,--,Florrie Laurence,Florrie Laurence,"A young woman, struggling to become a novelist, has her life go into a tailspin. Her first novel is rejected, her non-committal boy friend decides to take a powder, her best friend moves to Mexico for an acting job, and her mother announces that her long presumed dead father is actually a hippie photographer who has come to town to meet her. Sinking into a depression ... Read all",1h 45m,The Sky Is Falling
234,4.9,--,Antoni Stutz,Amy Kiehl,You're killing Me is a contemporary coming of age comedy/thriller revolving around three young women seeking revenge on the irredeemable men in their lives.,1h 26m,You're Killing Me...
235,5.9,85%,Nisha Ganatra,Susan CarnivalNisha Ganatra,"Reena is a young, gay Indian-American woman who lives and works in New York. Her sister Sarita, who is married, discovers that she is infertile. Reena offers to be a surrogate mother for her sister's baby, hoping to improve her relationship with their mother, who disapproves of Reena's sexual orientation. Reena has second thoughts when her girlfriend Lisa feels left o... Read all",1h 32m,Chutney Popcorn
236,5.2,--,Tom Donaghy,Tom Donaghy,"17-year-old Pauly is a closeted high school kid who wants it all. His dad wants him to make the track team, his mom wants him to do well in the band, and Pauly just wants to get closer to the new student teacher doing the school play.",1h 25m,Story of a Bad Boy
237,5.7,29%,William Brookfield,William Brookfield,"When the posh townie mother of an eccentric bachelor dairy farmer is found dead, members of the family return to the run down family home ostensibly to grieve, but in reality to argue over the inheritance.",1h 34m,Milk
238,5.5,53%,James Ryan,James Ryan,A photojournalist (Terry Kinney) upsets his daughter (Ellen Muth) and loses his girlfriend (Mili Avital) by covering stories in remote and dangerous locations.,1h 30m,The Young Girl and the Monsoon
239,6.5,41%,Anjelica Huston,Brendan O'CarrollJohn Goldsmith,"The unexpected death of her husband sends a woman and her seven children, ages 2-14, into emotional turmoil and financial crisis in 1967 Dublin. She is forced to borrow money from a ruthless loan shark to make ends meet. She faces her dismal existence by selling fruits and vegetables at an open air market where she spends time with a best friend who gives her encourag... Read all",1h 32m,Agnes Browne
240,6.6,--,Bruce Ornstein,Bruce OrnsteinElle Kamihira,"Jack is a middle aged, overweight shoe store owner with a secure upper middle class lifestyle, including a beautiful, demanding trophy wife. When Jack ""runs into"" Rosie and Louie, small time criminals on the run from the law, they kidnap Jack in order to use his off-season, deserted vacation house as a temporary hideout. A thoroughly bizarre and surprising weekend unf... Read all",1h 33m,Jack and His Friends
241,7.0,100%,Bill Plympton,Bill PlymptonMaureen McElheronP.C. Vey,"A songwriter in love with his demanding boss's secretary enters an alternate, wacky world where a much-needed hit tune may be created from his heart.",1h 9m,The Tune
242,5.2,40%,Matthew GissingMalcolm Ingram,Malcolm IngramMatthew Gissing,"A young man, with the help of his unsuspecting roommates, hikes through the Canadian wilderness in search of Sasquatch.",1h 16m,Drawing Flies
243,3.1,17%,Donald F. Glut,Donald F. Glut,"Haunted by recurring dreams of Hea-Thor (Denise Ames), a gorgeous cavegirl,and a menacing Allosaurus, action-movie star Tony Markham (Jeff Rector) soon finds himself transported, by means of a magic Icon, back through time to Dinosaur Valley. Now trapped in a world of dangerous dinosaurs, grunting cavemen and a tribe of exotic, love-starved cavegirls, Tony must put hi... Read all",1h 34m,Dinosaur Valley Girls
244,6.9,86%,Roger Nygard,Denise CrosbyFrank D'AmicoBarbara Adams,"Denise Crosby takes a first look at the huge fans of ""Star Trek"" and how the series from around America has affected and shaped their lives.",1h 26m,Trekkies
245,7.2,--,Alejandro Saderman,Frederico CoradoCarlos GonzálezHenry Herrera,"In the wake of a banking crisis, four middle class friends throw a 'white glove' hold up, only to find out that their bank has already gone bankrupt.",1h 40m,100 años de perdón
246,6.9,--,Leonardo Ricagni,Pato LópezNéstor PinionLeonardo Ricagni,Add a plot,1h 34m,El chevrolé
247,4.9,54%,Dwayne Johnson-Cochran,Dwayne Johnson-Cochran,Eddie Jones (Courtney B. Vance) is an agent with the U.S. State Department's elite Eliminator Corps. He eliminates people the government doesn't want around. Eddie also needs to change his life.,1h 37m,Love and Action in Chicago
248,5.5,39%,David Snedeker,Gary Goldstein,A romantic comedy about a young man who pretends to be gay in order to rent an apartment with his dream girl. His plan backfires when she keeps trying to set him up with her male friends.,1h 47m,If You Only Knew
249,7.5,--,Janez Burger,Janez BurgerJan Cvitkovic,"Dizzy is a perennial student living in a small double room in a hostel. He never seems to study, but spends his time sleeping, watching TV, and drinking. Marko, a studious freshman from the country, is assigned to the other bed in the room, and he is soon joined by his young, very pregnant, girlfriend Ana. Meanwhile, Dizzy's girlfriend Marina is trying to get Dizzy to... Read all",1h 30m,Idle Running
250,5.4,50%,Kara Harshbarger,Kara Harshbarger,A professional baseball player tries to single-handedly raise his young daughter while pursuing his own dreams.,1h 35m,A Little Inside
251,6.3,--,Stein Leikanger,Odd BørretzenStein Leikanger,"Little Oddemann uses every means available to find Jesus, including his slingshot. The film takes us to Norway in the late 30's, where we meet a series of burlesque and humorous characters, whose antics convince Oddemann that growing up may be a bad idea. Yet Oddemann finds there are certain rewards to being grown-up, such as partying and chasing women, that merit clo... Read all",1h 28m,Da jeg traff Jesus... med sprettert
252,7.0,--,Laura Mañá,Laura Mañá,"Dolores is a mature and kind woman whose husband abandons her because he can't stand her uncanny generosity. Desperate to get her husband back, she devotes her life to works of charity, which is to go to bed with the other men of the town. Dolores, now ""Lolita"", becomes so famous that all men seek out her help now. It is through her compassionate sex that she brings b... Read all",1h 49m,Sexo por compasión
253,5.2,33%,Harry Ralston,Harry Ralston,"Alan, a timid anthropology graduate student is coming to terms with his fate as the last man on Earth, until he discovers Sarah, a beautiful, intelligent woman who can't stand that Alan is the last man she'll ever see.",1h 35m,The Last Man
254,5.5,--,Griffin Dunne,Nat DeWolfLaura Kirk,"Come inside for a look behind-the-scenes at the world of an aspiring actress on the verge of stardom. Follow her journey from obscurity to fame, the hilarious tale of one New Yorker who will do whatever it takes to make it to the big time.",1h 30m,Lisa Picard Is Famous
255,3.9,--,Paul Kermizian,Paul Kermizian,"An underachieving college drop-out is dumped by his girlfriend of many years. Completely devastated, the young man employs his two best friends to aid him in an all night search through the New Jersey suburbs to find her. Closely following her trail, the trio encounter an evening of unpredictable adventure and bizarre mayhem they never bargained for.",1h 31m,Calling Bobcat
256,7.1,--,Christopher Wilcha,Christopher Wilcha,An NYU philosophy grad struggles to maintain artistic and personal integrity as a production manager for Columbia House.,1h 10m,The Target Shoots First
257,--,--,Jerry D. O'Donnell,Jerry D. O'Donnell,A comedic slice of life about 2 best friends who move in together and try to improve their lives through sleeping and drinking.,1h 35m,Sleeping in a Dream
258,5.5,--,Tibor Klöpfler,Tibor Klöpfler,Add a plot,1h 38m,El niño
259,6.7,87%,Cesc Gay,Tomàs AragayCesc GayJordi Sánchez,"A Spanish coming of age story focusing on the antics of two 17 year olds, who have a posh beach house almost all to themselves one summer. This is also a summer of sexual awakenings.",1h 31m,Nico and Dani
260,--,--,Various,Gérard Philipe,A program of twenty-three films featuring the prominent French actor (who appeared in a total of 34 films between 1944 and 1959) shown during twelve weeks in the Quartier Latin in Paris at the Reflet Médicis and Cinéma Champollion.,--,Gérard Philipe: Eternal Youth
261,3.5,--,Scott Mabbutt,Scott MabbuttSean Manton,"Featuring Buffy The Vampire Slayer and Angelstar David Boreanaz in his first screen appearance! This anthology of comic horror tales follows a pair of snobby vampires, a psychotic mime and a killer reel of film that erases everyone who watches it!",1h 16m,The Macabre Pair of Shorts
262,--,--,Satoshi Kaneda,Marcia BelleTim BreeseJessica Calvello,,1h 19m,Naughty Guide to Tokyo Nightlife
263,6.5,--,Maurizio Sciarra,Domenico CampanaSuso Cecchi D'AmicoSalvatore Marcarelli,"Sicily, 1936. The Marquis of Acquafurata, an antifascist activist wanted by the police, returns in secret to his ancestors' palace. For fear of being recognized, he poses as his late butler, killed accidentally in a fire. And for the property not to fall into the hands of the fascists, he executes a will bequeathing the palace to a couple without proper housing. They ... Read all",1h 33m,La stanza dello scirocco
264,6.6,75%,Manon Briand,Manon Briand,"Laurie, a professional downhill racer gets fired because of her slight overindulgence in irresponsibility. She returns to Montreal where she is welcomed by her geeky but cute brother. She meets Lorenzo, a cranky, ex-racer who owns a bike shop. The two become friends. Laurie gets a job with a local bicycle courier company, but a member of the group is intent on shuttin... Read all",1h 40m,2 Seconds
265,6.6,45%,Jason Alexander,Marshall Karp,"Finishing 8th grade in 1955 Bronx, sex-obsessed Lenny aims to see ""the act of love"" that summer at his aunt's in Queens where he makes friends, meets cute nurse Hedy, and learns a few things.",1h 37m,Just Looking
266,4.2,55%,Paul Davids,Paul Davids,"A magic potion returns artist Vincent Van Gogh back to life and lands him in the center of the Rose Bowl Parade in this oddball comedy. Of course, no one believes who he is and he is startled to discover his popularity after the passage of time. This sets him off on a crusade to steal his paintings back from collectors and sets a detective on his trail. Along the way,... Read all",1h 41m,Starry Night
267,7.5,--,Mick Diener,Alisa ConaboyNathaniel EatonZack Lehtinen,"Four offbeat travelers hunting for romantic adventure, hidden cash, a mysterious father, and the mythic sorcerer, ""Don Juan,"" made famous in books by Carlos Castaneda.",1h 38m,"Which Way, Por Favor?"
268,6.4,71%,Gene Cajayon,Gene CajayonJohn Manal Castro,A young man struggles with his desire to study art when his family thinks he's headed for premedical studies. Conflicts between Filipino traditions and expectations vs. personal dreams in the contemporary world erupt at his sister's debut.,1h 34m,The Debut
269,5.8,--,Tony Mortillaro,Tony Mortillaro,A father's retirement is foiled when all of his dysfunctional children simultaneously move back home as adults.,--,Family Jewels
270,6.8,59%,Michael Kalesniko,Michael Kalesniko,A sarcastic playwright in LA gets new neighbors - single mom and 8 y.o. girl. His wife wants kids and babysits the girl. He doesn't want kids yet plays with her to find out how children talk - for his play. Paternal instincts?,1h 47m,How to Kill Your Neighbor's Dog
271,6.9,--,Kazushi Watanabe,Kazushi Watanabe,Stylish road movie in which a kidnapped youth becomes friends with his abductors.,1h 23m,19
272,5.6,62%,R.D. Robb,Bethany Ashton WolfTawd BeckmanR.D. Robb,A group of Los Angeles teenagers meet every week at their local diner to discuss their latest misadventures in their miserable lives.,1h 29m,Don's Plum
273,5.7,41%,George Zaloom,Jeff RothbergGeorge Zaloom,"On a mission to save his family's fireworks business, a man becomes distracted after he falls in love.",1h 37m,The Whole Shebang
274,6.5,63%,Derek Simonds,Derek Simonds,"Seven college friends re-unite in the house where they used to spend summers. Some things have changed, some have stayed the same.",1h 39m,Seven and a Match
275,6.2,48%,Peter Cattaneo,Ronan BennettStephen Fry,"Under the leadership of a small-time bank robber, British inmates hatch a plan to escape by staging a musical.",1h 47m,Lucky Break
276,6.1,83%,Bruce Sweeney,Bruce Sweeney,"Three couples in Vancouver navigate their relationships: first jobs, first crises, professional jealousy, an affair, and lack of communication. Noah and Zipporah marry after a brief courtship. She wants to be a singer and stalls out when she fails. He's working hard at a business that may go under. Sarah and Shane are architects; he can't handle her success at a downt... Read all",1h 40m,Last Wedding
277,7.3,95%,Mira Nair,Sabrina Dhawan,"A stressed father, a bride-to-be with a secret, a smitten event planner, and relatives from around the world create much ado about the preparations for an arranged marriage in India.",1h 54m,Monsoon Wedding
278,7.0,84%,Coline Serreau,Coline Serreau,"One night by accident, a young prostitute barges into the lives of a bourgeois, modern-but-conventional couple. Hounded down, beaten up, threatened, she will continue to struggle, with the help of a well-off lady, first for her survival--her resurrection--then for her dignity and freedom. Stormy encounters are forecast for everyone involved.",1h 49m,Chaos
279,5.9,67%,Vanessa Middleton,Vanessa Middleton,A group of friends each face an emotional crisis as they approach thirty years of age.,1h 50m,30 Years to Life
280,4.3,--,Izidore K. Musallam,Izidore K. Musallam,"Jacob's feet are so turned out that he walks like Charlie Chaplin. He is different because of that and decides to emigrate from Palestine to Canada, where ""everyone is equal"". There everybody treats him kindly, and a thief specializing in stealing money from cash machines takes him into his home and treats him like a son, waitress Selma finds him a job as a Chaplin im... Read all",1h 35m,Heaven Before I Die
281,6.0,--,Franco CittiSergio Citti,Franco CittiSergio CittiEnnio De Concini,"In the ""Happy Village"", Salvatore distributes colored bottles to everyone, whose liquid content makes the dreams of those who drink come true.",1h 30m,Cartoni animati
282,8.7,--,Bibi Bozzato,Bibi BozzatoLorenzo Soccoli,Add a plot,1h 31m,La settimana di Vespuccio
283,6.8,--,David Moreton,Todd Stephens,A teenager copes with his sexuality on the last day of school in 1984. It shows him coping with being gay and being with friends.,1h 39m,Edge of Seventeen
284,3.8,--,Michael Tierney,Michael Tierney,"24 hours in the lives of three L.A. youths dealing in drugs, drink and debauchery as they face eviction from their Hollywood apartment.",1h 39m,Evicted
285,6.4,--,Gregory Ruzzin,Fred H. DreschLynn Scott MyersRon Ratliff,Add a plot,1h 33m,The Hungry Bachelors Club
286,5.5,38%,Alan Jacobs,Alan Jacobs,"Professor Isaac Balter, en route to his wedding, stops over in San Francisco for one night and falls in love with another beautiful woman, Aurora. In his twenty-four hour wild ride, he encounters Aurora's snobbish European husband, a student/call girl, and a kind-hearted hustler.",1h 30m,Just One Night
287,5.5,45%,Stephen Burrows,Stephen Burrows,"Rags to riches to rags comedy loosely based on the director Steve Burrows' actual experiences while writing screenplays in Los Angeles. Burrows (aka ""Milwaukee Steve"") finally makes it big as ""The Crotch Fresh"" commercial guy, but then can't catch another break -- not even when he auditions for a new Crotch Fresh commercial! He decides the only way to make a comeback ... Read all",1h 29m,Chump Change
288,4.8,--,Meridith Cole,John MouganisHeidi Haaland,"Romance blossoms between Ike, a Greek-American insurance agent, and his new neighbor Lucinda, a dance company manager. Enter Connan, wealthy attorney and Ike's best friend. What follows is a comic tale of money, rivalry, art and true love.",1h 34m,Achilles' Love
289,--,--,Jacky Katu,DoughyJacky Katu,"Alice loves those who make her dream. Saleswoman in a video shop where she is bored, she longs for another life. Fortunately, she meets the beautiful Mickey whom she falls in love with. Mickey disappears and leaves Alice without news. Separation acts as a revelation. Finally they meet again. Alice decides to tackle everything and go on an adventure with him.",1h 19m,Fais-moi rêver
290,2.3,--,Adolfo Lippi,Augusto CaminitoForteAdolfo Lippi,"Three girls want to have fun on a Saturday in Rome by trying to score with at least 3 guys. Meanwhile, their friends seek out two rapists and a stolen scooter.",1h 36m,Via del corso
291,6.3,44%,Kristen Coury,Joseph Triebwasser,A gay couple are hit men for the mafia.,1h 27m,Friends and Family
292,5.5,75%,David Portlock,David Portlock,"The Senator needs a Kidney. He's unwilling to wait for one to become available, and has let it be known he is willing to pay top dollar. Two hospital workers want to sell him one. But when they go to a suburban inn to make the deal they find themselves unintentionally interacting with drug dealers, Secret Service Agents, hit men, DEA, a vacationing family, and more. V... Read all",1h 33m,The Gristle
293,6.9,63%,Cory McAbee,Cory McAbee,"Samuel Curtis, an interplanetary trader, sets forth through a rustic and remote solar system, unaware that his old friend Professor Hess is trying to kill him.",1h 31m,The American Astronaut
294,6.4,--,Yvan Attal,Yvan Attal,"A ""normal"" guy who is married to a hot actress gets worried that she is involved with her costar. This worry turns into jealousy and causes problems in their relationship. This is a story about trust and a comedy about the actions between men and women.",1h 35m,Ma femme est une actrice
