,IMDB,RT,Direccion,Guión,Argumento,Duración,Título
180,"6,3",--,Dominick Morales,Dominick Morales,"Eric thinks he's found the woman of his dreams, but best friends Kevin and Mike want to show him how much trouble one woman can be for a single man...and how far friendship goes.",1h 20min,Misery Loves Company
181,"5,4",--,Stefan FjeldmarkJørgen LerdamFlemming Quist Møller,Flemming Quist Møller,"Añade un argumento en tu idioma
Hugo, the one-of-a-kind jungle animal, is snatched away from his home for a second time in another attempt for him to become an animal actor. Meanwhile, he's reunited with Rita the kind, streetwise fox. Finding that life in front of and behind the camera isn't so bad, he grows more unaccustomed to wild life once he escapes and slowly weakens his relationship with Rita... Leer todo",1h 12min,Jungledyret 2 - den store filmhelt
182,"7,9",--,Augusto Tamayo San Román,José Watanabe,"Añade un argumento en tu idioma
In 1992, on a marginalized street of Lima (Peru), two teenagers - Gregorio, and Juliana struggle to find a substitute or an alternative to the terrorism movement which surrounds them.",1h 30min,"Anda, corre, vuela"
183,"6,0",20%,Michael Davis,Michael Davis,"Peter loves his next door neighbour Erica and, on the advice of his grandfather, decides to camp out on her front lawn for the entire summer, or until she agrees to go out with him. His father is none too happy about the idea and refuses to let his son back in the house, even to get a change of clothes. Peter's friend, Matt, thinks Peter should give up on women (like ... Leer todo",1h 32min,Eight Days a Week
184,"6,8",--,Adrian Lyne,Vladimir NabokovStephen Schiff,Un hombre se casa con su casera para poder aprovecharse de su hija.,2h 17min,Lolita de Adrian Lyne
185,"4,5",--,Vince DiPersio,Vince DiPersio,"Añade un argumento en tu idioma
Pauley Perrette plays Renee, a young woman discovering her own meaning of love. From childhood memories of her mother to her own experiences as a young woman, she struggles to find answers to life's greatest mystery. From a recommendation of a friend, she becomes the doorman at a local club. There she meets several friends who help her on her journey of discovery. Who... Leer todo",1h 33min,El precio de un beso
186,"5,0",--,Adam Park,Adam Park,"Elizabeth, a vet assistant, falls for Max, who brings in an abused dog. His jealousy burdens their relationship as does talk of marriage. Lena wants Max and she schemes.",1h 31min,Piensa en mí
187,"6,0",--,H. Gordon Boos,H. Gordon BoosGreg H. Sims,"Añade un argumento en tu idioma
Bridgette is an actress teaching aerobics, and she falls in love with idle playboy Adam, who runs his father's gym. One day she finds out that one of her ex-lovers died of AIDS and, thinking that Adam is having an affair with another woman, after some hesitation, goes through with the test. She turns out to be positive...",1h 47min,Fuego en el corazón
188,"6,9",--,Rafi Pitts,Bahram BeyzaieRafi Pitts,"Añade un argumento en tu idioma
The fight for power in an isolated village. Two families have been enemies for so long they cannot even remember why. The only hope for peace between the feuding families is lost when an arranged marriage agreement is broken. Some days later, the groom, Karamat, returns with a brand new minibus. But a fierce competition for passengers break out when the bride, Mehrban... Leer todo",1h 20min,La quinta estación
189,"7,5",100%,Fruit Chan,Fruit Chan,"Autumn Moon (Sam Lee), a low-rent triad living in Hong Kong, struggles to find meaning in his hopelessly violent existence.",1h 49min,Made in Hong Kong
190,"6,6",--,John Keitel,John Keitel,"Griff sólo quiere mantener una relación superficial con su novio homosexual, que resulta gravemente herido en una paliza.",1h 32min,Desafiando la gravedad
191,"6,5",--,Emanuele Crialese,Emanuele CrialeseJohn P. AdamsRay Zorhed,"Añade un argumento en tu idioma
Antonio is a seductive, charismatic Sicilian living illegally in New York. He wanders from job to job, lives as a squatter and enjoys a carefree romantic tryst with a wealthy art dealer. When he falls in love with Ellen, a strong-willed radio talk-show host who is set to move to Paris within a few days, he decides he must find a way to keep her from leaving. Meanwhile... Leer todo",1h 36min,Once We Were Strangers
192,"6,2",--,Terence Ryan,Jamie BrownTerence RyanSusan Morrall,"Añade un argumento en tu idioma
In 1941, as part of an effort to remain strictly neutral, the Dublin government made a deal with both Berlin and London whereby any soldier, sailor or pilot captured on Irish soil, whether of German or Allied forces, would be interned for the duration of the war. What the Irish failed to tell was that they would intern everybody in the same camp. It is here that Canad... Leer todo",1h 46min,The Brylcreem Boys
193,"6,8",76%,Warren Beatty,Warren BeattyJeremy Pikser,"Un político liberal suicidamente desilusionado firma un contrato consigo mismo y aprovecha la oportunidad para ser francamente honesto con sus votantes, afectando a los ritmos y al discurso de la música y la cultura hip-hop.",1h 48min,Bulworth
194,"6,4",64%,John Ruane,Deb Cox,"Añade un argumento en tu idioma
Alice's father left when she was a child. She continued to share her life with him in letters that she sent not realising that he never received them. Eventually, they all come back with ""Dead Letter Office"" stamped on the front. As an adult, she becomes consumed with a desire to find him and takes a job with the Dead Letter Office, convinced that she can use them to ... Leer todo",1h 35min,Dead Letter Office
195,"8,0",--,Emir Kusturica,Gordan Mihic,Un estafador de poca monta intenta pagar sus deudas casando a su hijo con la hermana de un gánster.,2h 7min,"Gato negro, gato blanco"
196,"7,1",--,Marshall Herskovitz,Margaret RosenthalJeannine Dominy,"Una cortesana veneciana se convierte en una heroína para su ciudad, pero más tarde se convierte en el objetivo de la inquisición de la Iglesia por brujería.",1h 51min,Más fuerte que su destino
197,"6,0",--,Mika Kaurismäki,Mika KaurismäkiRichard Rayner,"Añade un argumento en tu idioma
A British writer pursues a young actress to Hollywood and needs all the help he can get to win her love.",1h 47min,Colgados en Los Angeles
198,"6,5",--,John Maybury,John Maybury,"Añade un argumento en tu idioma
Biography of British painter Francis Bacon focuses on his relationship with his lover, George Dyer, a former small time crook.",1h 27min,El amor es el demonio. Estudio para un retrato de Francis Bacon
199,"7,2",--,Martin Brest,Ron OsbornJeff RenoKevin Wade,"La muerte, que toma la forma de un joven, le pide a un magnate de los medios de comunicación que actúe como guía para enseñarle sobre la vida en la Tierra, y en el proceso, se enamora de la hija de su guía.",2h 58min,¿Conoces a Joe Black?
200,"6,2",--,Frank A. Caruso,Frank A. Caruso,"Añade un argumento en tu idioma
An adman, his lover and a shady developer are subject to the desires of a wily beauty.",1h 36min,No Angel
201,"6,4",--,Tomoyuki Furumaya,Tomoyuki Furumaya,"Añade un argumento en tu idioma
Teenage romance before it is consummated in the sexual act. Six youngsters spend their last summer together in rural northeastern Japan before heading off in different directions. The focus rests on a pair who don't quite know they're a pair. Taro is sidelined with a broken leg, but that just gives pretty Yoko - staying just a window away - plenty of chances to tease ... Leer todo",1h 35min,Kono mado wa kimi no mono
202,"4,2",--,Doug Witkins,Doug Witkins,"Añade un argumento en tu idioma
Several young adults live in a large house in the Hollywood Hills. They have affairs with each other and some neighbors while coming to terms with of the loss of a roommate who died while drunk under mysterious circumstances. A cache of stolen money complicates things even further.",1h 44min,No al amor ordinario
203,"7,3",--,Edoardo Winspeare,Edoardo Winspeare,"Añade un argumento en tu idioma
1943, Italy's Salentino peninsula. Tony, an American fighter pilot, raised speaking Italian in New York, parachutes to safety and is hidden at the olive farm of Carmine, a man with three daughters. One is being courted by Pasquale, the son of the area's largest landowner. It is she, Cosima, whom Tony falls for. He gets to know her through the rhythms of the farm and a... Leer todo",1h 33min,Pizzicata
204,"6,2",54%,Roger L. Simon,Sheryl LonginRoger L. Simon,"Dr. Lauren is staying in Prague for a conference and falls in love with Czech writer Jiri Kolmar. However, she learns some awful secrets about Jiri's family during the Nazi occupation and the concentration camps.",1h 35min,Prague Duet
205,"6,2",--,Po-Chih Leong,Paul Hoffman,Un vampiro en Londres busca a la mujer ideal para salvarle.,1h 38min,La sabiduría de los cocodrilos
206,"7,7",--,Nikita Mikhalkov,Nikita MikhalkovRustam IbragimbekovRospo Pallenberg,"Añade un argumento en tu idioma
At the turn of the century, a young Russian cadet falls in love with an American beauty, endangering his career and even their lives.",3h,El barbero de Siberia
207,"6,2",--,John Fortenberry,Steve KorenWill FerrellChris Kattan,"Dos hermanos poco avispados sueñan con tener su propia discoteca o, al menos, con entrar en el club más guay y exclusivo de la ciudad, el Roxbury.",1h 22min,Movida en el Roxbury
208,"6,6",--,Ana Kokkinos,Andrew BovellAna KokkinosMira Robertson,Un joven de 19 años lucha con su identidad sexual y tiene un torpe encuentro heterosexual y varios homosexuales.,1h 44min,De cabeza
209,"4,7",--,Sam Irvin,Sam Irvin,"Añade un argumento en tu idioma
After declaring that all handsome men in LA are gay, Nova falls for a sexy stranger who shortly disappears without a trace -leaving her pregnant. When her friends start dying of unexplained causes, she searches for the truth.",1h 30min,El beso de un extraño
210,"7,5",--,Lukas Moodysson,Lukas Moodysson,"Elin es hermosa, popular y está aburrida de la vida. Agnes no tiene amigos, está triste y está secretamente enamorada de Elin.",1h 29min,Fucking Åmål
211,--,--,--,--,--,--,--
212,"4,3",--,James David Pasternak,Laura Levine,Dos soldados se hacen buenos amigos mientras están en entrenamiento naval. Pronto son enviados a luchar en Desert Storm.,1h 37min,Un enredo del diablo
213,"7,2",--,Kaige Chen,Kaige ChenPeigong Wang,"In pre-unified China, the King of Qin sends his concubine to a rival kingdom to produce an assassin for a political plot, but as the king's cruelty mounts she finds her loyalty faltering.",2h 42min,El emperador y el asesino
214,"7,6",--,Eoin Moore,Eoin Moore,Añade un argumento en tu idioma,1h 24min,Plus-minus null
215,"6,1",28%,Lane Janger,Lane JangerJennifer Vandever,"When the fiancée of a fireman reluctantly agrees to participate in a ménage-a-trois with another woman, she does so on the condition that he reciprocate the favor with another man. This ultimately puts their impending marriage in jeopardy.",1h 51min,Just One Time
216,"6,6",63%,Paul Wagner,Julia ElliotThupten Tsering MukhimsarPaul Wagner,"Añade un argumento en tu idioma
Three young Tibetans struggle for freedom against the Chinese communist regime. Windhorse was filmed clandestinely inside Tibet and in Nepal. It was the first digital feature film, shot in 1996 on a Sony DVW-700WS and a consumer Sony DCR-VX1000 and edited on avid with digital finishing and color correction at RolandHouse in Washington, DC.",1h 37min,Windhorse
217,"6,6",67%,Maurice Murphy,Maurice Murphy,"Peace within war. An adult voice narrates a story of childhood during World War II when he lived with his mother, brother, and sister on an estate in Australia's Hunter Valley, his father away fighting, and two Italian prisoners of war staying with them, in effect being his papa. They are joined by Jewish refugees from Berlin, a mother and daughter. There's heat betwe... Leer todo",1h 32min,15 Amore
218,"4,0",--,Georges Chamchoum,Gérard BouladPhilippe Martinez,"A Group of ex-secret agents open a jazz club in Las Vegas. When they discover that a local Indian Reservation is being threatened by a greedy and powerful gangster, they act. All for one - and one for all!",1h 39min,Territorio peligroso
219,"6,8",--,Oliver Parker,Oscar WildeOliver Parker,"Londres, 1895: El ministro del gabinete, Sir Chiltern, y el soltero, Lord Goring, son víctimas de mujeres confabuladoras.",1h 37min,Un marido ideal
220,"6,4",--,Mohsen Makhmalbaf,Mohsen Makhmalbaf,"Añade un argumento en tu idioma
Part one: A brown-haired man finds out that his wife cheats on him with a blonde-haired man. He kills his rival and is condemned to the capital punishment. Gazale takes her own life. Part two: Same story. Same denouement, the only variant being that it is the blond-haired man who is the husband and the brown-haired one who is the lover. Part three: The story starts ov... Leer todo",1h 15min,Nobat e Asheghi
221,"7,0",--,Dimitris Athanitis,Dimitris Athanitis,"Añade un argumento en tu idioma
A romance of extremes in Athens tomorrow. A cashier finds true love in the face of a young waitress who has just been released from prison. When he looses her, he travels all the way to get her back.",1h 22min,Kamia sympatheia gia ton Diavolo
222,"6,0",--,Antonio del Real,Fernando León de AranoaCarlos AsoreyAntonio del Real,"Lucía y María son dos amigas que comparten todo, menos Pablo, el novio de María. Lucía tiene un plan para hacer suyo a Pablo mientras le consigue a María un nuevo novio.",1h 49min,Cha cha chá
223,"5,9",29%,Will Gould,Charles LambertMatthew Read,"Once upon a time in the village of Kromer lived two beautiful young wolves. Cocksure Gabriel takes newcomer Seth under his paw and helps reconcile him to the vilification associated with being a wolf. They fall head-over-heels in puppy love, playing together around picturesque waterfalls, secluded woodlands, and moonlit lakes. One day a wicked old crone and her goofy ... Leer todo",1h 22min,The Wolves of Kromer
224,"6,4",83%,Jule Gilfillan,Jule GilfillanPeter Shiao,"Añade un argumento en tu idioma
Leah is traveling the world when she eventually settles in Beijing, China, where she meets Master Sun Zhan, who teaches her the art of weiqi. Her path crosses with American Chinese Richard, whose family had sent him to Beijing to arrange his grandfather's ashes. A romance soon blossoms between them.",1h 40min,Restless
225,"6,2",--,Mark Tapio Kines,Mark Tapio Kines,"Añade un argumento en tu idioma
Two stories of complicated long-distance relationships between people from different countries.",1h 42min,Foreign Correspondents
226,"5,2",--,Tom Donaghy,Tom Donaghy,"Añade un argumento en tu idioma
17-year-old Pauly is a closeted high school kid who wants it all. His dad wants him to make the track team, his mom wants him to do well in the band, and Pauly just wants to get closer to the new student teacher doing the school play.",1h 25min,El despertar de la inocencia
227,"6,5",--,Anjelica Huston,Brendan O'CarrollJohn Goldsmith,"The unexpected death of her husband sends a woman and her seven children, ages 2-14, into emotional turmoil and financial crisis in 1967 Dublin. She is forced to borrow money from a ruthless loan shark to make ends meet. She faces her dismal existence by selling fruits and vegetables at an open air market where she spends time with a best friend who gives her encourag... Leer todo",1h 32min,Agnes Browne - Un sueño hecho realidad
228,"6,1",67%,Neil Turitz,Neil Turitz,When two beautiful women fall for the unluckiest guy in the world his life takes on delicious complications.,1h 28min,Two Ninas
229,"6,0",--,Coky Giedroyc,Isla Dewar,"Una madre soltera animada y franca en Edimburgo, Escocia, desarrolla una amistad poco probable con un tímido dibujante.",1h 37min,Cosas de mujeres
230,"6,5",38%,Jean-Pierre Améris,Alain Layrac,"Añade un argumento en tu idioma
Delphine is a sweet innocent young girl, her new best friend pulls her into a world where she falls in love with a local pretty boy. Working her hardest to make him love her drags her into prostitution.",1h 38min,Mauvaises fréquentations
231,"5,5",53%,Adam Marcus,Kipp Marcus,"Añade un argumento en tu idioma
Two young lovers meet on a series of snowy days in high school.",1h 30min,Snow Days
232,"5,9",57%,John Newcombe,John HinesJohn Newcombe,"Añade un argumento en tu idioma
Adam Lewis finds himself unexpectedly stood up at his own wedding. Now, three years later, Adam cannot attend a wedding without becoming ill, much to the dismay of his new girlfriend, Holly. Adam's job is on the line when he is unable to sell the comic strip, ""Kreature Korner,"" to a single newspaper. At a lunch meeting, however, an insecure editor agrees to buy the st... Leer todo",1h 28min,Best Man in Grass Creek
233,"8,1",--,Kar-Wai Wong,Kar-Wai Wong,"Dos vecinos forman un fuerte vínculo después de que ambos sospechen de actividades extramatrimoniales de sus cónyuges. Sin embargo, acuerdan mantener su vínculo platónico para no cometer errores similares.",1h 38min,Deseando amar
234,"6,4",--,James Gray,James GrayMatt Reeves,Leo sale de la cárcel tras cumplir su condena por el robo de un coche. Su plan de ir por el buen camino se viene abajo cuando se encuentra con su tío corrupto y con un viejo amigo. Todo culmina en el patio (de maniobras).,1h 55min,La otra cara del crimen
235,"7,4",--,Liv Ullmann,Ingmar Bergman,Una mujer imaginaria recuerda a un narrador la dolorosa experiencia del adulterio.,2h 34min,Infiel
236,"7,8",--,Robert Zemeckis,William Broyles Jr.,Un ejecutivo de FedEx debe transformarse física y emocionalmente para sobrevivir a un aterrizaje forzoso en una isla desierta.,2h 23min,Náufrago
237,"5,5",--,John D. Hancock,Dorothy Tristan,Un agente de prensa neoyorquino aplica su perspicacia en el mundo del espectáculo para revitalizar la granja frutícola de su padre en Indiana.,1h 46min,Un trozo de paraíso
238,"6,0",--,Patricia Mazuy,Yves DangerfieldPhilippe Lauro-BaranesPatricia Mazuy,"Añade un argumento en tu idioma
Madame de Maintenon rises from humble beginnings to become a courtesan to the royal court and eventually marries King Louis XIV. With the king's indulgence, Maintenon opens a special school for girls.",1h 59min,Saint-Cyr
239,"5,8",--,Don Roos,Don Roos,Un hombre cambia los tiquetes de avión con otro hombre que muere en un accidente en ese avión. Ese se enamora de la esposa del difunto.,1h 46min,Algo que contar
240,"4,3",--,Jackie Garth,Randall Fontana,"Tus fantasías más salvajes son posibles con esta seductora cibernética, quien utiliza sus habilidades especiales para cumplir tus sueños más íntimos.",1h 27min,Cyberella: pasiones prohibidas
241,"7,7",--,Yoshio Kuroda,Miho MaruoOuida,"A small poor boy lives with his caring grandfather in a small Flemish village in the 19th century Belgium, has a lovable pet dog, loves art and dreams of becoming a famous painter one day. Based on a famous Flemish novel.",1h 33min,El perro de Flandes
242,"4,9",--,Dwayne Johnson-Cochran,Dwayne Johnson-Cochran,"Añade un argumento en tu idioma
Eddie Jones (Courtney B. Vance) is an agent with the U.S. State Department's elite Eliminator Corps. He eliminates people the government doesn't want around. Eddie also needs to change his life.",1h 37min,Amor y acción en Chicago
243,"5,3",29%,Paul Schrader,Paul Schrader,"Alan Riply vive una historia de amor con la esposa de un siniestro político, que lo envía a la cárcel y trata de matarlo. Varios años después, Alan se ha convertido en un triunfador, pero mantiene intacta la sed de venganza.",1h 55min,Forever Mine
244,"5,5",--,David Snedeker,Gary Goldstein,"Añade un argumento en tu idioma
A romantic comedy about a young man who pretends to be gay in order to rent an apartment with his dream girl. His plan backfires when she keeps trying to set him up with her male friends.",1h 47min,Puerta con puerta
245,"6,6",--,Ricardo Bravo,Marcos BernsteinRicardo Bravo,"Añade un argumento en tu idioma
In a love story set in Curitiba, Southern Brazil, a patriarch witnesses the crumbling of his life-long family business at the hands of his descendants. Suddenly Sofia appears. Is she from this world, and is she the key to this family's happiness and their hope for survival?",1h 37min,Oriundi
246,"6,4",--,Robert Greenwald,Anita HoffmanAbbie HoffmanMarty Jezer,"Cinco años después de que Abbie Hoffman pasa a la clandestinidad para evitar una sentencia de prisión, se pone en contacto con un reportero para conocer la historia del espionaje encubierto, el acoso y la incitación a la violencia del FBI.",1h 46min,Steal This Movie!
247,"5,2",--,Philip Gröning,Michael BuschPhilip Gröning,"Añade un argumento en tu idioma
David, a recently fired scrapyard worker and Marie, a prostitute with-a-dog, both about 20 years old, meet on New Year's Eve in a win-try street in Berlin. She doesn't want to work in a supermarket, he does't want to work in scrap yard. Deciding to rebel against the capitalist system, they hit the road. But soon their cash runs out. As David's arm is plastered from an... Leer todo",2h 17min,"L'amour, l'argent, l'amour"
248,"7,3",91%,Bob Giraldi,Rick ShaughnessyBrian S. Kalata,"At a popular NYC Italian restaurant on a dramatic, busy evening, there are 2 gangsters, cop detective, food-critic, ex bookmaker owner, his chef son, indebted gambler sous-chef etc.",1h 39min,Dinner Rush
249,"5,2",33%,Harry Ralston,Harry Ralston,"Alan, a timid anthropology graduate student is coming to terms with his fate as the last man on Earth, until he discovers Sarah, a beautiful, intelligent woman who can't stand that Alan is the last man she'll ever see.",1h 35min,The Last Man
250,"7,7",95%,Rob EpsteinJeffrey Friedman,Sharon Wood,"Añade un argumento en tu idioma
Historian Klaus Müller interviews survivors of the Nazi persecution of homosexuals because of the German Penal Code of 1871, Paragraph 175.",1h 21min,Paragraph 175
251,"7,1",--,Julian Schnabel,Cunningham O'KeefeLázaro Gómez CarrilesJulian Schnabel,La vida del poeta y novelista cubano Reinaldo Arenas.,2h 13min,Antes que anochezca
252,"6,7",--,Cesc Gay,Tomàs AragayCesc GayJordi Sánchez,Nico y Dani se quedan solos en una casa de playa durante unos días. Todas las noches hay una fiesta y muchos encuentros sexuales.,1h 31min,Krámpack
253,"6,5",9%,Danny PangOxide Chun Pang,Danny PangOxide Chun Pang,The story is of a deaf-mute hitman and his partner who are based in Bangkok. He is friends with his partner's girlfriend who is a stripper at a local club. They go about their assassination business as usual as the boss climbs the underworld ladder and forms new alliances. Flashbacks explain how he got to this point in his life. He forms a relationship with a young wo... Leer todo,1h 45min,Bangkok Dangerous
254,"6,9",--,Wisit Sasanatieng,Wisit Sasanatieng,"Con su estridente estilo interpretativo, sus exuberantes decorados y sus impresionantes planos en colores pastel, esta película tailandesa de culto es tanto una parodia como un homenaje al western y al romántico lacrimógeno.",1h 50min,Las lágrimas del tigre negro
255,"6,1",--,Asoka Handagama,Asoka Handagama,"Añade un argumento en tu idioma
In a Northern border village during the Sri Lankan Civil War, a Sinhalese soldier meets a Tamil girl in the battlefield. The soldier leaves the army with the girl and returns to his village. The arrival of the Tamil girl into this predominantly Sinhala village causes a stir within the community, and they collectively decide to send her to a refugee camp. ""This is My M... Leer todo",1h 44min,Me mage sandai
256,"7,3",72%,Yimou Zhang,Yan MoGai Zi,"Zhao is an aging bachelor who hasn't been lucky in love. Thinking he has finally met the woman of his dreams, Zhao leads her to believe he is wealthy and agrees to a wedding far beyond his means. Zhao's best friend Li hatches the idea to raise the money by refurbishing an abandoned bus, which they will rent out by the hour--the Happy Times Hotel--to young couples star... Leer todo",1h 42min,Happy Times
257,"6,4",52%,James Mangold,Steven RogersJames Mangold,"Un duque inglés de 1876 es arrastrado inadvertidamente a la Nueva York actual, donde se enamora de una valiente ejecutiva de publicidad.",1h 58min,Kate & Leopold
258,"6,4",72%,Michael Apted,Robert HarrisTom Stoppard,Un joven genio corre frenéticamente contra el tiempo para descifrar un código enemigo y resolver el misterio que rodea a la mujer que ama.,1h 59min,Enigma
259,"6,7",--,Joseph Vilsmaier,Reinhard KloossChristiane KohlKlaus Richter,"Añade un argumento en tu idioma
In 1933 Nuremberg, successful Jewish businessman Leo Katzenberger owns an apartment building and runs a shoe store. A devoted family man, he has a good relationship with his loving wife Claire. As the climate in Germany grows increasingly dangerous, bombshell Irene moves to the neighborhood. After forming an unlikely friendship, his relationship with Irene is immediat... Leer todo",1h 43min,Leo und Claire
260,"6,9",--,Ante Babaja,Ante BabajaSlobodan NovakZoran Sudar,"Añade un argumento en tu idioma
After writing a book about life after death, a cardiologist experiences a heart attack while jogging, exactly the same thing he wrote about in his book. After that, he meets beautiful and mysterious woman.",1h 38min,Kamenita vrata
261,"6,7",--,Natalya Andreychenko,Irina TsymbalDenis KarasyovTatyana Shuran,"Añade un argumento en tu idioma
Industrial Soviet town in 1970s suffering from cholera epidemic. Zina Shamarina nicknamed Shamara is a rebel-spirited woman who lives in factory dormitory and is desperately in love with Ustin, the man who was one of the bunch that raped her years ago and then married her only to avoid prosecution. When Ustin commences affair with the new girl in town, Shamara is chal... Leer todo",1h 45min,Shamara
262,"4,0",--,Kostoula Tomadaki,Alexandros KakavasLena MakriKostoula Tomadaki,Añade un argumento en tu idioma,1h 25min,Pes pos m' agapas
263,"6,5",--,Maurizio Sciarra,Domenico CampanaSuso Cecchi D'AmicoSalvatore Marcarelli,Un mayordomo confiesa a una joven campesina sus dudas acerca de la extraña muerte del marqués para el que trabajaba.,1h 33min,Viento del siroco
264,"6,6",--,Manon Briand,Manon Briand,"Añade un argumento en tu idioma
Laurie, a professional downhill racer gets fired because of her slight overindulgence in irresponsibility. She returns to Montreal where she is welcomed by her geeky but cute brother. She meets Lorenzo, a cranky, ex-racer who owns a bike shop. The two become friends. Laurie gets a job with a local bicycle courier company, but a member of the group is intent on shuttin... Leer todo",1h 40min,2 secondes
265,"7,5",74%,István Szabó,István SzabóIsrael Horovitz,El destino de una familia judía húngara a lo largo del siglo XX.,3h 1min,Sunshine
266,"2,8",--,Elvis Restaino,George SaundersElvis Restaino,Un agente de policía va de incógnito para investigar la desaparición de unos presos en una cárcel.,1h 40min,Bloodsport: Matar o morir
267,"4,2",--,Kelley Cauthen,Sahara Riley,"Añade un argumento en tu idioma
A beautiful woman has a sexual fantasy that she passes on. Then she is visited by a supernatural being, and things start to get more interesting.",1h 34min,Surrender
268,"5,9",--,Sheri Elwood,Sheri Elwood,"A reclusive woman's unpublished story about a curse, told to a grieving girl, turns out to be something other than a fairy tale.",1h 41min,La fuerza del pasado
269,"6,3",--,Matthew Tabak,Matthew Tabak,"La aburrida existencia de un vendedor de seguros da un giro cuando un extraño, el ex convicto Auggie Rose, muere inesperadamente en sus brazos.",1h 49min,Tras la sospecha
270,"4,6",12%,Sande Zeig,Monique WittigSande Zeig,"Añade un argumento en tu idioma
A torrid affair between two women, a struggling artist and a flame-haired blues singer, upsets a man who has a thing for the girl.",1h 24min,The Girl
271,"7,2",94%,Pawel Pawlikowski,Rowan JoffePawel Pawlikowski,"Añade un argumento en tu idioma
When a young Russian woman and her son leave Moscow to meet her fiancé, who fails to show up, she declares political asylum.",1h 13min,Last Resort
272,"6,3",--,Babak Payami,Mahmoud AidenBabak Payami,"Añade un argumento en tu idioma
An inevitable meeting between a man and a woman lead to a bond and a relationship between them which has an unexpected ending for both of them.",1h 15min,Yek rouz bishtar
273,"5,7",41%,George Zaloom,Jeff RothbergGeorge Zaloom,"On a mission to save his family's fireworks business, a man becomes distracted after he falls in love.",1h 37min,The Whole Shebang
274,"6,5",63%,Derek Simonds,Derek Simonds,"Añade un argumento en tu idioma
Seven college friends re-unite in the house where they used to spend summers. Some things have changed, some have stayed the same.",1h 39min,Seven and a Match
275,"6,8",--,Juan Carlos Fresnadillo,Juan Carlos FresnadilloAndrés M. Koppel,"En un mundo en el que se puede quitar la suerte a una persona afortunada con el toque de una persona más afortunada, un pequeño grupo de afortunados compiten por ser los más afortunados y por la suerte de los demás concursantes.",1h 48min,Intacto
276,"6,2",--,Erik Skjoldbjærg,Elizabeth WurtzelGalt NiederhofferFrank Deasy,Una joven lucha con la depresión durante su primer año en Harvard.,1h 35min,Nación Prozac
277,"6,2",48%,Peter Cattaneo,Ronan BennettStephen Fry,"Del director de Full Monty. Bajo el liderazgo de un ladrón de bancos de poca monta, los reclusos británicos traman un plan para escapar organizando un musical.",1h 47min,Lucky Break
278,"7,2",91%,Ray Lawrence,Andrew Bovell,Las relaciones de cuatro parejas se rompen después de descubrir el cuerpo de una mujer joven en los arbustos de Lantana en los suburbios de Sydney.,2h 1min,Lantana
279,"6,6",--,George Hickenlooper,Phillip Jayson Lasker,La incapacidad de un novelista fracasado para pagar las facturas tensa las relaciones con su esposa y lo lleva a trabajar en un servicio de acompañantes donde se enreda con una mujer adinerada cuyo esposo es un escritor exitoso.,1h 46min,Servicio de compañía
280,"3,9",--,Lev L. Spiro,Lev L. Spiro,"Justine is kidnapped by Professor Robson's arch nemesis in an attempt to force her to reveal the location of the jeweled ""The Eye of God"". Can Professor Robson rescue her in time?",1h 34min,Justine: Seduction of Innocence
281,"5,1",--,Kelley Cauthen,Melody Suppes,"Añade un argumento en tu idioma
In this soft-core, erotic mystery, an incredibly handsome photographer and his beautiful supermodel are on the roof of the photographer's building having sex, where an intruder murders them. The police assign Detective, Jessica Brody, to the case, but when she becomes sexually involved with the prime suspect, the photographer's identical twin brother, she risks becomi... Leer todo",1h 43min,Striking Resemblance
282,"5,4",--,Allan Niblo,Tim Pears,"Rachel discovers she is pregnant. When she is about to break the news to her boyfriend Bill, he dumps her. Heartbroken and angry, Rachel takes his car, clears out their joint bank account and heads off.",1h 35min,Loop
283,"6,8",80%,David Moreton,Todd Stephens,A teenager copes with his sexuality on the last day of school in 1984. It shows him coping with being gay and being with friends.,1h 39min,Edge of Seventeen
284,"6,4",--,Gregory Ruzzin,Fred H. DreschLynn Scott MyersRon Ratliff,Añade un argumento en tu idioma,1h 33min,The Hungry Bachelors Club
285,"5,5",45%,Stephen Burrows,Stephen Burrows,"Rags to riches to rags comedy loosely based on the director Steve Burrows' actual experiences while writing screenplays in Los Angeles. Burrows (aka ""Milwaukee Steve"") finally makes it big as ""The Crotch Fresh"" commercial guy, but then can't catch another break -- not even when he auditions for a new Crotch Fresh commercial! He decides the only way to make a comeback ... Leer todo",1h 29min,Chump Change
286,"4,8",--,Meridith Cole,John MouganisHeidi Haaland,"Añade un argumento en tu idioma
Romance blossoms between Ike, a Greek-American insurance agent, and his new neighbor Lucinda, a dance company manager. Enter Connan, wealthy attorney and Ike's best friend. What follows is a comic tale of money, rivalry, art and true love.",1h 34min,Achilles' Love
287,"6,4",--,Yvan Attal,Yvan Attal,"A ""normal"" guy who is married to a hot actress gets worried that she is involved with her costar. This worry turns into jealousy and causes problems in their relationship. This is a story about trust and a comedy about the actions between men and women.",1h 35min,Mi mujer es una actriz
288,"4,5",--,Shane Edelman,Marissa RibisiMeredith MortonShane Edelman,"Añade un argumento en tu idioma
A young man moves to Los Angeles to make something of himself -- but finds that such a task might take a little more work than he thought -- in this hilarious romantic comedy.",1h 34min,Esta vez... sí!
